time/total_timesteps,rollout/ep_rew_mean,time/iterations,time/fps,rollout/ep_len_mean,time/time_elapsed,train/n_updates,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/loss,train/value_loss,train/clip_fraction,train/entropy_loss,train/approx_kl,eval/mean_reward,eval/mean_ep_length
28544,-5.158960950000001,223,0,13.44,51393,2220,0.0003,-0.0014699631370604037,0.9842001684010029,0.2,0.0324934758245945,0.053559958934783936,0.04609375,-0.3197184935212135,0.0052731065,,
28672,,,,,,2230,0.0003,-0.006930199824273587,0.9954836573451757,0.2,-0.0041681919246912,0.015842984011396766,0.028125,-0.301452773809433,0.009855723,-4.5437088,11.8
28672,-5.228120250000001,224,0,13.44,51484,,,,,,,,,,,,
28800,-5.19884314,225,0,13.69,51545,2240,0.0003,-0.010317201260477304,0.9715750105679035,0.2,0.022858669981360435,0.08506319429725409,0.03671875,-0.32329207211732863,0.01405439,,
28928,-5.18344297,226,0,13.62,51604,2250,0.0003,-0.008537593018263578,0.9816047586500645,0.2,0.007861151359975338,0.04697936256416142,0.053125,-0.2949158504605293,0.12988347,,
29056,-5.223238959999999,227,0,14.54,51663,2260,0.0003,-0.00949832759797573,0.946485735476017,0.2,0.003862660378217697,0.06346351075917482,0.07734375,-0.3444889530539513,0.13684538,,
29184,,,,,,2270,0.0003,-0.00730891190469265,0.976856155321002,0.2,-0.020841341465711594,0.043906203284859655,0.10625,-0.40327337831258775,0.02705172,-5.2075528,14.2
29184,-5.312714359999998,228,0,14.72,51755,,,,,,,,,,,,
29312,-5.21235677,229,0,14.14,51816,2280,0.0003,-0.013145257206633686,0.9945016140118241,0.2,-0.012173812836408615,0.01621044985949993,0.08828125,-0.25534590557217596,0.032141805,,
29440,-5.14957859,230,0,13.73,51876,2290,0.0003,-0.003679214045405388,0.994127023499459,0.2,0.008055998012423515,0.02102672979235649,0.040625,-0.27407743856310846,0.018421248,,
29568,-5.181843300000001,231,0,13.66,51940,2300,0.0003,-0.018817660957574846,0.9962765173986554,0.2,-0.007792743854224682,0.009046688652597367,0.0765625,-0.2677031636238098,0.11258522,,
29696,,,,,,2310,0.0003,-0.011518758442252874,0.9779549725353718,0.2,0.0257926806807518,0.058590652886778116,0.05703125,-0.2461184471845627,0.010927508,-8.402082199999999,91.4
29696,-5.14667474,232,0,13.64,52208,,,,,,,,,,,,
29824,-5.21099768,233,0,14.31,52269,2320,0.0003,-0.013307658117264509,0.9580143317580223,0.2,0.01837719790637493,0.05907334890216589,0.1140625,-0.3081349037587643,0.05846023,,
29952,-5.11050949,234,0,14.23,52329,2330,0.0003,-0.008646503183990717,0.9884429350495338,0.2,-0.012279743328690529,0.024571809638291597,0.03984375,-0.27750965505838393,0.03620583,,
30080,-5.008795,235,0,14.28,52389,2340,0.0003,-0.0021047172136604785,0.9885467188432813,0.2,-0.011060942895710468,0.01839361498132348,0.0375,-0.2247980661690235,0.0048930226,,
30208,,,,,,2350,0.0003,-0.011365284118801356,0.9944390915334225,0.2,0.0007905587553977966,0.015422892617061734,0.059375,-0.2325075663626194,0.030444866,-4.4308076,16.6
30208,-4.990291040000001,236,0,14.24,52487,,,,,,,,,,,,
30336,-5.031121219999999,237,0,14.31,52546,2360,0.0003,-0.004902187176048756,0.9898823834955692,0.2,0.0009665889665484428,0.024240653356537224,0.01953125,-0.17360911816358565,0.0106214145,,
30464,-5.01167095,238,0,13.42,52606,2370,0.0003,-0.000766605418175459,0.9503531903028488,0.2,0.0286957249045372,0.08405418116599321,0.00625,-0.15569414794445038,0.0021179416,,
30592,-5.007403589999999,239,0,13.31,52667,2380,0.0003,-0.013940305542200803,0.9635342173278332,0.2,0.03532034903764725,0.08241217881441117,0.13984375,-0.30151100009679793,0.1517776,,
30720,,,,,,2390,0.0003,-0.002436515595763922,0.9379870109260082,0.2,0.09338906407356262,0.1694757178425789,0.0328125,-0.2574992783367634,0.013186191,-4.9253474,11.2
30720,-5.142737219999999,240,0,14.69,52752,,,,,,,,,,,,
30848,-5.084310349999999,241,0,14.46,52812,2400,0.0003,-0.0035955072846263645,0.9827852454036474,0.2,-0.00624801404774189,0.04269296396523714,0.0203125,-0.2101789340376854,0.010361286,,
30976,-5.0659617,242,0,14.59,52871,2410,0.0003,-0.00495803183875978,0.9939616620540619,0.2,0.0013976083137094975,0.016413865284994243,0.025,-0.198019640147686,0.006658741,,
31104,-5.1002494899999995,243,0,14.96,52930,2420,0.0003,-0.012127383518964053,0.9870286891236901,0.2,-0.007836886681616306,0.024299653014168143,0.06953125,-0.1958903670310974,0.20873554,,
31232,,,,,,2430,0.0003,-0.02812239797785878,0.9720074851065874,0.2,-0.024837428703904152,0.04978414513170719,0.09453125,-0.2590031556785107,0.011819264,-8.311537399999999,90.6
31232,-5.07154349,244,0,15.04,53195,,,,,,,,,,,,
31360,-4.9972496699999995,245,0,15.01,53254,2440,0.0003,-0.009174764901399613,0.9564907550811768,0.2,0.01269446685910225,0.06690967027097941,0.0765625,-0.27679901868104934,0.031656433,,
31488,-5.0676085,246,0,15.08,53314,2450,0.0003,-0.0024120112881064414,0.9757330771535635,0.2,0.012114141136407852,0.05550438649952412,0.02890625,-0.22834238559007644,0.001267646,,
31616,-5.0973009099999995,247,0,15.11,53373,2460,0.0003,-0.004891862347722054,0.9844400538131595,0.2,0.021155808120965958,0.044077285937964915,0.0546875,-0.23937391936779023,0.01664647,,
31744,,,,,,2470,0.0003,-0.0038385230116546156,0.9916051980108023,0.2,0.02485126443207264,0.020165277179330587,0.0375,-0.22175108939409255,0.018069327,-5.1930586000000005,16.0
31744,-5.137793610000001,248,0,15.01,53470,,,,,,,,,,,,
31872,-5.055520410000001,249,0,15.1,53529,2480,0.0003,-0.0033701407257467507,0.9897292405366898,0.2,0.00146555807441473,0.02678632251918316,0.02578125,-0.20558563247323036,0.0037906393,,
32000,-5.042441369999999,250,0,15.23,53588,2490,0.0003,-0.0015599685721099377,0.9940762701444328,0.2,-0.0024337591603398323,0.011368331126868724,0.01953125,-0.20233926102519034,0.0023016944,,
32128,-4.87157399,251,0,13.97,53649,2500,0.0003,0.004441377054899931,0.9964216342195868,0.2,0.00044374726712703705,0.006568741495721042,0.040625,-0.16969444304704667,0.0055656843,,
32256,,,,,,2510,0.0003,-0.007260605739429593,0.9824310671538115,0.2,-0.0018131500110030174,0.038051890954375264,0.025,-0.12438031397759915,0.0036229952,-5.222556,15.6
32256,-4.84915065,252,0,14.01,53744,,,,,,,,,,,,
32384,-4.8733756,253,0,14.24,53803,2520,0.0003,-0.003847772954031825,0.8846794962882996,0.2,0.046950813382864,0.16200989820063114,0.0296875,-0.18471345081925392,0.007732936,,
32512,-4.86248888,254,0,14.37,53861,2530,0.0003,0.0003030085936188698,0.718999594449997,0.2,0.11394178867340088,0.30631786212325096,0.03984375,-0.17990985736250878,0.002001339,,
32640,-4.84274519,255,0,14.41,53919,2540,0.0003,0.0054854854010045525,0.7872163653373718,0.2,0.10727563500404358,0.313611925393343,0.059375,-0.18923632502555848,0.003549194,,
32768,,,,,,2550,0.0003,-0.000676188338547945,0.8468495458364487,0.2,0.06774279475212097,0.26955532729625703,0.02421875,-0.2654047176241875,0.00020568538,-8.453832199999999,91.0
32768,-4.8660795199999995,256,0,14.51,54185,,,,,,,,,,,,
32896,-5.00312634,257,0,16.7,54244,2560,0.0003,-0.0011586961336433887,0.8094782829284668,0.2,0.14203837513923645,0.4706889048218727,0.02109375,-0.24593905434012414,0.0019117421,,
33024,-5.005536670000001,258,0,16.72,54302,2570,0.0003,-0.012156678549945354,0.8631870001554489,0.2,0.2516557574272156,0.6724876046180726,0.0765625,-0.32777547389268874,0.0217271,,
33152,-4.98681749,259,0,17.16,54361,2580,0.0003,-0.0017425606958568097,0.9139207750558853,0.2,0.12451452016830444,0.38275362700223925,0.04296875,-0.32939521670341493,0.000118622556,,
33280,,,,,,2590,0.0003,-0.002139491681009531,0.9073755815625191,0.2,0.15210962295532227,0.5758350193500519,0.05078125,-0.26864548698067664,0.0013953797,-5.416780200000001,12.8
33280,-4.98739319,260,0,17.14,54451,,,,,,,,,,,,
33408,-5.4100534399999995,261,0,22.58,54511,2600,0.0003,-0.00457387762144208,0.9573576524853706,0.2,0.150746688246727,0.2944719478487968,0.0359375,-0.26150801256299017,0.004306241,,
33536,-5.414106109999999,262,0,21.93,54571,2610,0.0003,0.00045951707288622857,-0.16567015647888184,0.2,0.23165056109428406,1.6490548998117447,0.040625,-0.23838896825909614,0.003553785,,
33664,-5.3934020799999995,263,0,21.79,54630,2620,0.0003,-0.0011507073417305947,0.9292284175753593,0.2,0.019427599385380745,0.10899918265640736,0.0046875,-0.16768100559711457,0.0005555749,,
33792,,,,,,2630,0.0003,-0.007375601818785072,0.9878066908568144,0.2,-0.0067092422395944595,0.031084338203072548,0.0171875,-0.15216826796531677,0.007439414,-5.005466,13.0
33792,-5.32213359,264,0,21.74,54718,,,,,,,,,,,,
33920,-5.31720533,265,0,21.78,54777,2640,0.0003,-0.012781573925167322,0.9923821492120624,0.2,-0.018546536564826965,0.013756382698193192,0.053125,-0.11803328469395638,0.09710786,,
34048,-5.31720533,266,0,21.78,54836,2650,0.0003,-0.0004472196102142334,0.8746927231550217,0.2,0.1079474687576294,0.3097753882408142,0.021875,-0.16598143428564072,0.012660262,,
34176,-5.31720533,267,0,21.78,54894,2660,0.0003,0.0007514885626733303,0.5383826494216919,0.2,0.035638704895973206,0.19500318374484776,0.028125,-0.19988177567720414,0.0041434956,,
34304,,,,,,2670,0.0003,-0.0032093826681375503,0.7209012508392334,0.2,0.03664253279566765,0.1773138727992773,0.03671875,-0.15965465195477008,0.0012687808,-6.932361,90.6
34304,-5.31720533,268,0,21.78,55159,,,,,,,,,,,,
34432,-5.31720533,269,0,21.78,55217,2680,0.0003,-0.018474184069782497,0.7442753612995148,0.2,0.008822163566946983,0.12638839147984982,0.0796875,-0.11838579215109349,0.0663109,,
34560,-5.31720533,270,0,21.78,55275,2690,0.0003,-0.0002686021849513054,0.9123461022973061,0.2,0.022724511101841927,0.07557459734380245,0.0,-0.08638988733291626,1.5925616e-06,,
34688,-5.31720533,271,0,21.78,55334,2700,0.0003,-6.450619548559189e-06,0.9050389975309372,0.2,0.01603410765528679,0.04031805470585823,0.0,-0.08442283123731613,5.6810677e-08,,
34816,,,,,,2710,0.0003,-0.001131618255749345,0.9070010334253311,0.2,0.010282293893396854,0.03371500903740525,0.0015625,-0.0830968026071787,0.00030941423,-11.5969572,249.4
34816,-5.31720533,272,0,21.78,55958,,,,,,,,,,,,
34944,-5.31720533,273,0,21.78,56016,2720,0.0003,-0.00018958132714033126,0.9029124081134796,0.2,0.011230956763029099,0.03846968710422516,0.00546875,-0.08238514959812164,0.0011871434,,
35072,-5.31720533,274,0,21.78,56075,2730,0.0003,-1.0742712765932083e-05,0.9050692468881607,0.2,0.01678452268242836,0.05520028891041875,0.0,-0.07956282794475555,1.3038516e-07,,
35200,-5.31720533,275,0,21.78,56133,2740,0.0003,-5.963845178484917e-05,0.8904652521014214,0.2,0.017223061993718147,0.04719708003103733,0.0,-0.07614056728780269,0.00016000774,,
35328,,,,,,2750,0.0003,-0.004066112590953708,0.7645877301692963,0.2,0.010833552107214928,0.08779402021318675,0.009375,-0.068409713357687,0.003933592,-16.587618600000003,250.6
35328,-5.31720533,276,0,21.78,56760,,,,,,,,,,,,
35456,-5.69611076,277,0,33.4,56818,2760,0.0003,-0.00013988707214593888,0.8378468304872513,0.2,0.008067863062024117,0.0353585459291935,0.00234375,-0.06667095720767975,0.00028321566,,
35584,-5.8426594,278,0,37.42,56877,2770,0.0003,-0.001850381027907133,0.06304830312728882,0.2,3.4422762393951416,8.178296899795532,0.009375,-0.08835731036961078,0.0012768693,,
35712,-5.847729499999999,279,0,37.56,56935,2780,0.0003,-0.011326889786869288,0.2201811671257019,0.2,1.2030454874038696,3.033379006385803,0.0765625,-0.1614120565354824,0.06873521,,
35840,,,,,,2790,0.0003,-0.01184858363121748,0.7212923169136047,0.2,0.12353979051113129,0.31587600968778135,0.103125,-0.1914566732943058,0.14689347,-9.1252676,169.2
35840,-5.847729499999999,280,0,37.56,57378,,,,,,,,,,,,
35968,-5.847729499999999,281,0,37.56,57436,2800,0.0003,0.00042024413123726846,0.7554964572191238,0.2,0.03827454894781113,0.19602429270744323,0.02109375,-0.14089965745806693,0.0043360638,,
36096,-5.847729499999999,282,0,37.56,57494,2810,0.0003,-0.002660376438871026,0.8156799823045731,0.2,0.04084762930870056,0.15225333198904992,0.04765625,-0.19218911826610566,0.003982727,,
36224,-5.847729499999999,283,0,37.56,57553,2820,0.0003,-0.0009465547744184732,0.8056943118572235,0.2,0.01391034759581089,0.05108925737440586,0.0,-0.07165160588920116,9.8235905e-06,,
36352,,,,,,2830,0.0003,-6.7747198045253755e-06,0.8815573751926422,0.2,0.029625987634062767,0.06332857497036457,0.0,-0.06749777756631374,9.313226e-10,-13.420884199999998,323.0
36352,-5.847729499999999,284,0,37.56,58350,,,,,,,,,,,,
36480,-5.847729499999999,285,0,37.56,58408,2840,0.0003,-0.0016216019168496132,0.8649988174438477,0.2,0.007680827751755714,0.040929325949400665,0.00546875,-0.06501656472682953,0.0024293829,,
36608,-5.847729499999999,286,0,37.56,58466,2850,0.0003,-0.0002810112200677395,0.8254277110099792,0.2,0.013809321448206902,0.04840878453105688,0.00078125,-0.05974240601062775,0.0003005094,,
36736,-5.847729499999999,287,0,37.56,58524,2860,0.0003,-0.0025531227700412275,0.5737832486629486,0.2,0.010262756608426571,0.06439333651214837,0.00390625,-0.056617351807653905,0.000496021,,
36864,,,,,,2870,0.0003,-7.585622370243073e-08,0.648972898721695,0.2,0.011501400731503963,0.036220735404640436,0.0,-0.05544865820556879,0.0,-15.9177774,246.4
36864,-5.847729499999999,288,0,37.56,59142,,,,,,,,,,,,
36992,-6.01495365,289,0,41.41,59201,2880,0.0003,-7.533961907029152e-05,0.6241176724433899,0.2,0.013641929253935814,0.04229281432926655,0.0,-0.05494534112513065,2.237223e-05,,
37120,-6.13909504,290,0,45.21,59260,2890,0.0003,-0.0002781011629849672,-0.0788273811340332,0.2,1.7495723962783813,4.5127340912818905,0.0,-0.05957777593284845,0.00018840609,,
37248,-6.4277181599999995,291,0,52.99,59318,2900,0.0003,-0.001744059193879366,0.09817230701446533,0.2,1.467201828956604,4.3399461030960085,0.0171875,-0.09555193744599819,0.005719027,,
37376,,,,,,2910,0.0003,-6.218329071998596e-05,0.37320011854171753,0.2,2.3226640224456787,5.396301221847534,0.0,-0.05819726437330246,2.454035e-06,-11.133088599999999,246.2
37376,-6.4277181599999995,292,0,52.99,59937,,,,,,,,,,,,
37504,-6.4277181599999995,293,0,52.99,59996,2920,0.0003,-0.007921297010034323,0.5370248854160309,0.2,0.009264020249247551,0.18799591660499573,0.0296875,-0.08592254351824521,0.48403135,,
37632,-6.4277181599999995,294,0,52.99,60055,2930,0.0003,0.00041693346574902537,-0.1563795804977417,0.2,0.009286829270422459,0.034266443271189925,0.0,-0.07896924428641797,1.2340024e-07,,
37760,-6.4277181599999995,295,0,52.99,60113,2940,0.0003,-0.0008587762247771024,0.013156533241271973,0.2,0.008589327335357666,0.033578730281442405,0.00546875,-0.05578821729868651,0.0018844078,,
37888,,,,,,2950,0.0003,-0.0002339877188205719,0.013838231563568115,0.2,0.0076617831364274025,0.03401336935348809,0.00546875,-0.05264812670648098,0.0019388879,-10.059044600000002,176.0
37888,-6.4277181599999995,296,0,52.99,60572,,,,,,,,,,,,
38016,-6.4277181599999995,297,0,52.99,60631,2960,0.0003,-2.2473651915788652e-05,-0.0016918182373046875,0.2,0.007980807684361935,0.03374484125524759,0.0,-0.053635866940021516,2.0256266e-07,,
38144,-6.4277181599999995,298,0,52.99,60689,2970,0.0003,-0.0029160729609429836,0.0756496787071228,0.2,0.021528666839003563,0.061491902358829974,0.00625,-0.04951626658439636,0.003922509,,
38272,-6.4277181599999995,299,0,52.99,60748,2980,0.0003,-0.0036291204858571293,0.013835251331329346,0.2,0.017549509182572365,0.057939141243696216,0.00625,-0.044634371623396875,0.0020310022,,
38400,,,,,,2990,0.0003,-8.64267349243164e-08,-0.007696747779846191,0.2,0.008138038218021393,0.035415072739124295,0.0,-0.04345339797437191,0.0,-6.0929588,94.8
38400,-6.4277181599999995,300,0,52.99,61022,,,,,,,,,,,,
38528,-6.4277181599999995,301,0,52.99,61081,3000,0.0003,-0.0014583450742065907,0.007535398006439209,0.2,0.006951411720365286,0.03270629360340536,0.00546875,-0.049882849864661696,0.0036948756,,
38656,-6.539563440000002,302,0,56.85,61140,3010,0.0003,-6.460538133978844e-05,0.024202942848205566,0.2,0.009010921232402325,0.03768501318991184,0.0,-0.05895064864307642,2.6232097e-05,,
38784,-6.647950640000001,303,0,60.72,61198,3020,0.0003,-8.392147719860077e-07,0.14893025159835815,0.2,2.145894765853882,6.651113557815552,0.0,-0.06293537262827158,2.6542693e-08,,
38912,,,,,,3030,0.0003,-0.0020553261041641236,0.2911255955696106,0.2,0.9598356485366821,2.6612048864364626,0.00703125,-0.07620344758033752,0.0070260917,-4.327016199999999,14.4
38912,-6.920138739999999,304,0,68.47,61289,,,,,,,,,,,,
39040,-6.917501209999999,305,0,68.48,61347,3040,0.0003,-0.0009129592217504978,0.30583977699279785,0.2,2.6254851818084717,6.159675288200378,0.0234375,-0.074644935131073,0.008768441,,
39168,-6.917501209999999,306,0,68.48,61406,3050,0.0003,-0.0006940828636288643,0.8505430668592453,0.2,0.11083390563726425,0.3754750207066536,0.0,-0.06486266311258078,4.266249e-05,,
39296,-6.917501209999999,307,0,68.48,61464,3060,0.0003,-0.002658219635486603,0.7380557060241699,0.2,0.010495580732822418,0.04052026062272489,0.009375,-0.06792637482285499,0.0032558017,,
39424,,,,,,3070,0.0003,-0.0009798647835850716,0.774450272321701,0.2,0.0062591140158474445,0.03114822767674923,0.00625,-0.08380699791014194,0.0034152279,-5.3135072,13.8
39424,-6.917501209999999,308,0,68.48,61554,,,,,,,,,,,,
39552,-6.917501209999999,309,0,68.48,61612,3080,0.0003,-8.456874638795853e-06,0.7071520090103149,0.2,0.009624374099075794,0.03732547643594444,0.0,-0.09098731689155101,1.8719584e-07,,
39680,-6.917501209999999,310,0,68.48,61671,3090,0.0003,-1.2051314115524293e-07,0.697599858045578,0.2,0.012254063971340656,0.04538718098774552,0.0,-0.09362469278275967,4.9825758e-08,,
39808,-6.917501209999999,311,0,68.48,61729,3100,0.0003,-0.00019282307475805284,0.5848821997642517,0.2,0.015672599896788597,0.03982950123026967,0.0046875,-0.09894953109323978,0.00011598272,,
39936,,,,,,3110,0.0003,-0.0010886921547353268,0.6500708758831024,0.2,0.006170568056404591,0.04174174098297954,0.00546875,-0.0967008851468563,0.0014402443,-5.491317,13.2
39936,-6.917501209999999,312,0,68.48,61818,,,,,,,,,,,,
40064,-6.917501209999999,313,0,68.48,61876,3120,0.0003,-0.0009552286937832832,0.5111783742904663,0.2,0.00923688244074583,0.030168397771194577,0.0125,-0.13575250580906867,0.006017208,,
