time/total_timesteps,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/iterations,train/value_loss,train/kl_divergence_loss,train/learning_rate,train/n_updates,train/is_line_search_success,train/policy_objective,train/explained_variance,eval/mean_ep_length,eval/mean_reward
68224,0,-5.126044029999999,5.28,139568,533,0.19700495451688765,0.008175959810614586,0.001,532,1.0,0.07439972460269928,0.9429761916399002,,
68352,0,-5.1804593,5.48,139704,534,0.18812252432107926,0.009161043912172318,0.001,533,1.0,0.07971833646297455,0.9511032402515411,,
68480,0,-5.24170708,5.62,139838,535,0.1736258938908577,0.007786113768815994,0.001,534,1.0,0.1143200621008873,0.9508737847208977,,
68608,,,,,,0.12889275178313256,0.006344613619148731,0.001,535,1.0,0.06895945966243744,0.9667707309126854,6.2,-5.431580799999999
68608,0,-5.250092909999999,5.84,140005,536,,,,,,,,,
68736,0,-5.15170656,5.85,140144,537,0.17825184613466263,0.00778642063960433,0.001,536,1.0,0.07178209722042084,0.9548077993094921,,
68864,0,-5.211553299999999,5.82,140287,538,0.1452298194169998,0.008722357451915741,0.001,537,1.0,0.07371539622545242,0.9556397162377834,,
68992,0,-5.261187530000001,5.79,140428,539,0.2691621780395508,0.007149530574679375,0.001,538,1.0,0.0774265006184578,0.9504889957606792,,
69120,,,,,,0.3432989984750748,0.0068092383444309235,0.001,539,1.0,0.06850487738847733,0.9263499900698662,4.8,-5.2117392
69120,0,-5.20416349,5.58,140604,540,,,,,,,,,
69248,0,-5.22379478,5.59,140742,541,0.41852100789546964,0.00945449061691761,0.001,540,1.0,0.07666294276714325,0.9302630797028542,,
69376,0,-5.2198047899999995,5.71,140882,542,0.2467166930437088,0.009163361974060535,0.001,541,1.0,0.07061783969402313,0.922057755291462,,
69504,0,-5.15928731,5.63,141020,543,0.2177841544151306,0.008045140653848648,0.001,542,1.0,0.04711126536130905,0.945757657289505,,
69632,,,,,,0.18557339459657668,0.008936948142945766,0.001,543,1.0,0.11093726754188538,0.9464875087141991,4.6,-4.8535596
69632,0,-5.130416360000001,5.73,141195,544,,,,,,,,,
69760,0,-5.278582580000001,5.61,141346,545,0.1892283707857132,0.006380051374435425,0.001,544,1.0,0.07765336334705353,0.9558131024241447,,
69888,0,-5.2005380500000005,5.37,141496,546,0.2202006012201309,0.008226096630096436,0.001,545,1.0,0.0776992216706276,0.9476974345743656,,
70016,0,-5.190355640000002,5.25,141639,547,0.14331159889698028,0.0075927916914224625,0.001,546,1.0,0.09855733811855316,0.965247742831707,,
70144,,,,,,0.17143272012472152,0.007588579319417477,0.001,547,1.0,0.07235683500766754,0.95860955119133,4.6,-4.7750502
70144,0,-5.18628186,5.19,141813,548,,,,,,,,,
70272,0,-5.1285359,5.35,141952,549,0.1666732206940651,0.007223924621939659,0.001,548,1.0,0.0853767991065979,0.957232479006052,,
70400,0,-5.19582943,5.48,142102,550,0.20653898417949676,0.009803209453821182,0.001,549,1.0,0.09076562523841858,0.9447549879550934,,
70528,0,-5.20258496,5.49,142254,551,0.1537900224328041,0.007811110466718674,0.001,550,1.0,0.09920132905244827,0.9583282992243767,,
70656,,,,,,0.279310505092144,0.007496201433241367,0.001,551,1.0,0.07163573801517487,0.9370780140161514,5.0,-5.869937
70656,0,-5.19163628,5.55,142427,552,,,,,,,,,
70784,0,-5.09689765,5.41,142571,553,0.2505804315209389,0.007807102985680103,0.001,552,1.0,0.0785488560795784,0.9432649798691273,,
70912,0,-5.22591079,5.53,142720,554,0.14210201129317285,0.0077918777242302895,0.001,553,1.0,0.07614117860794067,0.9515168480575085,,
71040,0,-5.171930499999999,5.54,142866,555,0.13561454340815543,0.005183537025004625,0.001,554,1.0,0.10913974791765213,0.9598506838083267,,
71168,,,,,,0.2179969295859337,0.007113950327038765,0.001,555,1.0,0.09111294895410538,0.9485327340662479,5.0,-4.8016018
71168,0,-5.1828836,5.49,143049,556,,,,,,,,,
71296,0,-5.196971699999999,5.49,143195,557,0.164212404191494,0.006996635347604752,0.001,556,1.0,0.0824243575334549,0.9559437669813633,,
71424,0,-5.309905539999999,5.59,143338,558,0.12179665565490723,0.0064914645627141,0.001,557,1.0,0.0706871971487999,0.9650084562599659,,
71552,0,-5.300806819999999,5.64,143478,559,0.1570324182510376,0.005176996812224388,0.001,558,1.0,0.08134759962558746,0.9548938050866127,,
71680,,,,,,0.13275145441293718,0.0058477190323174,0.001,559,1.0,0.08618605136871338,0.9678472392261028,5.2,-5.9807852
71680,0,-5.3004266499999995,5.71,143648,560,,,,,,,,,
71808,0,-5.449438999999999,5.81,143798,561,0.08903018683195114,0.006393522955477238,0.001,560,1.0,0.057007092982530594,0.9752116240561008,,
71936,0,-5.33832705,5.71,143948,562,0.2883985430002213,0.0075365956872701645,0.001,561,1.0,0.06435447186231613,0.9400051534175873,,
72064,0,-5.36259393,5.56,144099,563,0.180587300658226,0.009612716734409332,0.001,562,1.0,0.07500036805868149,0.9579246155917645,,
72192,,,,,,0.16847686916589738,0.007603892125189304,0.001,563,1.0,0.0834951400756836,0.9626909233629704,5.2,-5.735165
72192,0,-5.373621159999999,5.58,144269,564,,,,,,,,,
72320,0,-5.24469783,5.55,144410,565,0.14603421837091446,0.00868796743452549,0.001,564,1.0,0.055940888822078705,0.9582890085875988,,
72448,0,-5.144666620000001,5.64,144549,566,0.1424621969461441,0.00857419241219759,0.001,565,1.0,0.07356299459934235,0.9691857248544693,,
72576,0,-5.22562525,5.71,144695,567,0.10444401130080223,0.008093660697340965,0.001,566,1.0,0.06887829303741455,0.9598472118377686,,
72704,,,,,,0.11515146791934967,0.008759686723351479,0.001,567,1.0,0.1020532101392746,0.9699007645249367,4.6,-5.215377999999999
72704,0,-5.16839191,5.63,144875,568,,,,,,,,,
72832,0,-5.23192201,5.53,145018,569,0.14043615758419037,0.009573027491569519,0.001,568,1.0,0.10509215295314789,0.9650609083473682,,
72960,0,-5.11780438,5.34,145170,570,0.13608314245939254,0.007639559917151928,0.001,569,1.0,0.09007648378610611,0.9625843912363052,,
73088,0,-5.05558476,5.29,145313,571,0.10873562023043633,0.006366821937263012,0.001,570,1.0,0.07740746438503265,0.9741056188941002,,
73216,,,,,,0.10413264632225036,0.007193961180746555,0.001,571,1.0,0.09826831519603729,0.9707553908228874,4.8,-4.3552238
73216,0,-5.168453979999999,5.4,145489,572,,,,,,,,,
73344,0,-5.11510967,5.39,145634,573,0.17201039791107178,0.006972202565521002,0.001,572,1.0,0.09153178334236145,0.9578656405210495,,
73472,0,-5.124332399999999,5.54,145775,574,0.25420045405626296,0.005043317098170519,0.001,573,1.0,0.0911279022693634,0.9459640830755234,,
73600,0,-5.027283339999999,5.55,145923,575,0.17353402078151703,0.007515492383390665,0.001,574,1.0,0.0814237967133522,0.9573678746819496,,
73728,,,,,,0.11272158399224282,0.006767304614186287,0.001,575,1.0,0.058225683867931366,0.9577942490577698,5.2,-5.220045600000001
73728,0,-5.01135762,5.52,146104,576,,,,,,,,,
73856,0,-4.87040485,5.48,146246,577,0.10108148828148841,0.009865416213870049,0.001,576,1.0,0.0824473649263382,0.9753584899008274,,
73984,0,-4.8623911799999995,5.52,146388,578,0.1033755049109459,0.008352025412023067,0.001,577,1.0,0.09737241268157959,0.9668732732534409,,
74112,0,-5.05214204,5.7,146532,579,0.10368576347827911,0.008139828220009804,0.001,578,1.0,0.07222484052181244,0.9715398084372282,,
74240,,,,,,0.12872346267104148,0.009944774210453033,0.001,579,1.0,0.08998598158359528,0.9675360433757305,5.2,-5.8103438
74240,0,-4.9770831200000005,5.69,146702,580,,,,,,,,,
74368,0,-5.036711020000001,5.83,146841,581,0.11864947900176048,0.008239480666816235,0.001,580,1.0,0.07268588244915009,0.9672029726207256,,
74496,0,-5.145803590000001,5.77,146984,582,0.08133162185549736,0.009422541595995426,0.001,581,1.0,0.08668654412031174,0.979380751028657,,
74624,0,-4.99876743,5.67,147122,583,0.1295594908297062,0.008136816322803497,0.001,582,1.0,0.07105085998773575,0.9696515314280987,,
74752,,,,,,0.11671182662248611,0.008737051859498024,0.001,583,1.0,0.12307965755462646,0.9678929075598717,5.0,-4.9587214
74752,0,-5.11935099,5.64,147294,584,,,,,,,,,
74880,0,-5.119994739999999,5.61,147437,585,0.12062897384166718,0.009913947433233261,0.001,584,1.0,0.08109460771083832,0.9716442059725523,,
75008,0,-5.192087989999999,5.64,147587,586,0.10174925997853279,0.009408634155988693,0.001,585,1.0,0.07957801222801208,0.9722665902227163,,
75136,0,-5.1294985099999995,5.48,147736,587,0.10661890879273414,0.009002855978906155,0.001,586,1.0,0.09168015420436859,0.976526852697134,,
75264,,,,,,0.12355211898684501,0.004709324799478054,0.001,587,1.0,0.07535625249147415,0.9738932400941849,5.4,-5.206262
75264,0,-5.127378630000001,5.47,147913,588,,,,,,,,,
75392,0,-5.2120288200000005,5.5,148053,589,0.13450294658541678,0.00936281681060791,0.001,588,1.0,0.08256696164608002,0.9677521251142025,,
75520,0,-5.0424426,5.66,148192,590,0.16287344247102736,0.008636229671537876,0.001,589,1.0,0.06612053513526917,0.9632211476564407,,
75648,0,-5.1271089199999995,5.62,148339,591,0.08936138153076172,0.006827848963439465,0.001,590,1.0,0.08011038601398468,0.9720052927732468,,
75776,,,,,,0.10874682888388634,0.008558634668588638,0.001,591,1.0,0.06748451292514801,0.973319485783577,5.2,-4.789087
75776,0,-5.146266810000001,5.62,148506,592,,,,,,,,,
75904,0,-5.108489270000001,5.7,148650,593,0.12459745705127716,0.006225486285984516,0.001,592,1.0,0.06850077956914902,0.9686301238834858,,
76032,0,-5.065535850000001,5.63,148791,594,0.09549078345298767,0.00835063960403204,0.001,593,1.0,0.055307213217020035,0.9734668657183647,,
76160,0,-5.24747548,5.77,148930,595,0.09147764816880226,0.008072083815932274,0.001,594,1.0,0.07995337247848511,0.9722154624760151,,
76288,,,,,,0.10851356610655785,0.007032098714262247,0.001,595,1.0,0.062052711844444275,0.9761744327843189,5.4,-5.7494422
76288,0,-5.179360920000001,5.94,149101,596,,,,,,,,,
76416,0,-5.262653369999999,6.08,149245,597,0.1377312034368515,0.00859922543168068,0.001,596,1.0,0.055340006947517395,0.9596515372395515,,
76544,0,-5.248461679999999,6.02,149386,598,0.13477266430854798,0.00797183346003294,0.001,597,1.0,0.08136595040559769,0.9655456505715847,,
76672,0,-5.19757853,6.07,149529,599,0.12110529020428658,0.009599786251783371,0.001,598,1.0,0.060386739671230316,0.9642847366631031,,
76800,,,,,,0.10682700723409652,0.006274981889873743,0.001,599,1.0,0.06836099922657013,0.9791555982083082,4.4,-4.8597846
76800,0,-5.0330721,5.89,149702,600,,,,,,,,,
76928,0,-4.99965274,5.9,149829,601,0.12757483273744583,0.007757805287837982,0.001,600,1.0,0.10176076740026474,0.9668441563844681,,
77056,0,-4.958421700000001,5.99,149959,602,0.21079603731632232,0.009099789895117283,0.001,601,1.0,0.08922859281301498,0.9061815589666367,,
77184,0,-4.98652609,6.06,150102,603,0.11244621649384498,0.007616632618010044,0.001,602,1.0,0.04447891563177109,0.9551229700446129,,
77312,,,,,,0.19258906245231627,0.008591827936470509,0.001,603,1.0,0.05792170390486717,0.9254791662096977,4.6,-4.9127922
77312,0,-4.910620099999999,6.08,150266,604,,,,,,,,,
77440,0,-4.868079129999999,6.02,150409,605,0.1539903923869133,0.007764116860926151,0.001,604,1.0,0.05860371142625809,0.9485759772360325,,
77568,0,-4.958142819999999,7.89,150545,606,0.23800589591264726,0.006857017986476421,0.001,605,1.0,0.030352525413036346,0.9079006090760231,,
77696,0,-5.084674240000001,7.7,150693,607,0.8139517664909363,0.007769571617245674,0.001,606,1.0,0.06279938668012619,0.6800540089607239,,
77824,,,,,,0.20354898720979692,0.007848651148378849,0.001,607,1.0,0.07005146145820618,0.950984537601471,5.4,-5.1956078
77824,0,-5.086893460000001,7.54,150878,608,,,,,,,,,
77952,0,-5.119976360000001,7.31,151032,609,0.1532801203429699,0.00845985859632492,0.001,608,1.0,0.07439885288476944,0.9518083184957504,,
78080,0,-5.09339994,5.71,151180,610,0.17314169108867644,0.0030710087157785892,0.001,609,1.0,0.06391340494155884,0.9488568231463432,,
78208,0,-5.033622060000002,5.49,151326,611,0.14765766263008118,0.008975517936050892,0.001,610,1.0,0.0845131054520607,0.9640584327280521,,
78336,,,,,,0.219273242354393,0.00411857757717371,0.001,611,1.0,0.051624100655317307,0.9344436004757881,30.8,-6.5722918
78336,0,-5.09995006,5.69,151673,612,,,,,,,,,
78464,0,-5.05871283,5.72,151819,613,0.29685508012771605,0.009594244882464409,0.001,612,1.0,0.05622714012861252,0.9148576781153679,,
78592,0,-5.09220462,5.57,151977,614,0.17579475045204163,0.00642556045204401,0.001,613,1.0,0.048096586018800735,0.9275809451937675,,
78720,0,-5.06839772,5.46,152130,615,0.2172459915280342,0.004111004061996937,0.001,614,1.0,0.05982464179396629,0.9341389536857605,,
78848,,,,,,0.2734922796487808,0.0033440624829381704,0.001,615,1.0,0.06126294657588005,0.9045900776982307,4.4,-3.990023
78848,0,-5.118135739999999,6.94,152313,616,,,,,,,,,
78976,0,-4.99598436,6.77,152458,617,0.12159867808222771,0.009635569527745247,0.001,616,1.0,0.055039845407009125,0.9737754836678505,,
79104,0,-5.112092339999999,6.99,152616,618,0.1060999058187008,0.006506212055683136,0.001,617,1.0,0.08433253318071365,0.9656703621149063,,
79232,0,-4.9930467599999995,6.92,152770,619,0.20770833641290665,0.007976577617228031,0.001,618,1.0,0.054418668150901794,0.9326393604278564,,
79360,,,,,,0.35280377268791197,0.006445732899010181,0.001,619,1.0,0.06040081009268761,0.882073886692524,5.2,-5.3815838
79360,0,-5.06880047,7.03,152951,620,,,,,,,,,
79488,0,-5.01219479,5.73,153104,621,0.2575580388307571,0.007701186928898096,0.001,620,1.0,0.04348508268594742,0.9243294820189476,,
79616,0,-5.16349591,7.05,153254,622,0.2474980652332306,0.005413239821791649,0.001,621,1.0,0.03628384321928024,0.9189312234520912,,
79744,0,-5.216809970000001,7.13,153397,623,0.19549699872732162,0.007333880756050348,0.001,622,1.0,0.06778847426176071,0.9422116465866566,,
79872,,,,,,0.19888801723718644,0.0066895452328026295,0.001,623,1.0,0.0613899901509285,0.923455648124218,5.4,-4.3533326
79872,0,-5.214426820000001,7.11,153580,624,,,,,,,,,
80000,0,-5.17123257,6.96,153733,625,0.17744059562683107,0.00488290237262845,0.001,624,1.0,0.06639865785837173,0.775971531867981,,
80128,0,-5.157861329999999,6.92,153888,626,0.47093425989151,0.00645819865167141,0.001,625,1.0,0.13312694430351257,0.6141039133071899,,
80256,0,-5.30762675,9.77,154029,627,0.24555615931749344,0.003793962299823761,0.001,626,1.0,0.22533206641674042,0.7612538486719131,,
80384,,,,,,0.7165514469146729,0.0031005616765469313,0.001,627,1.0,0.0027659740298986435,0.28339260816574097,33.4,-5.990886000000001
80384,0,-5.404220380000001,11.32,154397,628,,,,,,,,,
80512,0,-5.402535150000001,11.33,154547,629,1.5648604035377502,0.007664048578590155,0.001,628,1.0,0.09019496291875839,0.5629661977291107,,
80640,0,-5.489215830000002,12.79,154695,630,0.6491999745368957,0.008947008289396763,0.001,629,1.0,0.04547445476055145,0.6045486330986023,,
80768,0,-5.487953470000001,12.76,154845,631,0.6610911428928375,0.009064877405762672,0.001,630,1.0,0.03046208806335926,0.17164498567581177,,
80896,,,,,,1.523247277736664,0.005564620718359947,0.001,631,1.0,0.1127471774816513,0.10855048894882202,5.2,-5.472154000000001
80896,0,-5.56191125,12.77,155024,632,,,,,,,,,
81024,0,-5.7509196,15.58,155162,633,1.3757742881774901,0.008250633254647255,0.001,632,1.0,0.05588424950838089,0.24949485063552856,,
81152,0,-5.885378449999999,15.61,155319,634,3.7658324003219605,0.00850563496351242,0.001,633,1.0,0.05880246311426163,0.3381311893463135,,
81280,0,-5.978089520000001,15.57,155477,635,1.4027029395103454,0.009652165696024895,0.001,634,1.0,0.06463320553302765,0.5687383413314819,,
81408,,,,,,0.4289483785629272,0.006924400106072426,0.001,635,1.0,0.08626696467399597,0.8726351261138916,4.6,-5.1475653999999995
81408,0,-5.74988909,11.24,155654,636,,,,,,,,,
81536,0,-5.498360839999999,6.97,155804,637,0.3770424425601959,0.007255141157656908,0.001,636,1.0,0.06878743320703506,0.8863713964819908,,
81664,0,-5.314677509999999,5.5,155963,638,0.24776572734117508,0.006724705453962088,0.001,637,1.0,0.06510521471500397,0.9325938820838928,,
81792,0,-5.32766662,5.56,156112,639,0.2545658439397812,0.007350308820605278,0.001,638,1.0,0.05588092654943466,0.938110776245594,,
81920,,,,,,0.2800918072462082,0.006420069374144077,0.001,639,1.0,0.0659642219543457,0.9340829029679298,5.2,-5.1131316
81920,0,-5.400434239999999,5.65,156300,640,,,,,,,,,
82048,0,-5.34933533,5.67,156451,641,0.17461860924959183,0.008225861005485058,0.001,640,1.0,0.0810185894370079,0.9563058987259865,,
82176,0,-5.29038037,5.65,156604,642,0.1820346787571907,0.008667899295687675,0.001,641,1.0,0.09737034887075424,0.9462833516299725,,
82304,0,-5.216451659999999,5.5,156760,643,0.1433846980333328,0.007583532482385635,0.001,642,1.0,0.09262502938508987,0.9504709281027317,,
82432,,,,,,0.1584448918700218,0.007485894486308098,0.001,643,1.0,0.06485863029956818,0.9617682434618473,4.0,-3.7547143999999997
82432,0,-5.116883950000001,5.45,156942,644,,,,,,,,,
82560,0,-5.038998009999999,5.2,157095,645,0.14581845700740814,0.008079971186816692,0.001,644,1.0,0.07140880078077316,0.9596229232847691,,
82688,0,-4.98632643,5.27,157247,646,0.12085498049855233,0.006294251419603825,0.001,645,1.0,0.08511365205049515,0.9658882915973663,,
82816,0,-5.001295719999999,5.28,157404,647,0.10081188306212426,0.0058325715363025665,0.001,646,1.0,0.09883303940296173,0.9698741864413023,,
82944,,,,,,0.1314781554043293,0.007952221669256687,0.001,647,1.0,0.06522542238235474,0.9662804864346981,5.4,-5.7236528
82944,0,-5.0604382,5.32,157593,648,,,,,,,,,
83072,0,-5.09127551,5.47,157746,649,0.17387612611055375,0.0085070189088583,0.001,648,1.0,0.07645615935325623,0.9630129523575306,,
83200,0,-5.139248160000001,5.33,157899,650,0.13121034502983092,0.006880989298224449,0.001,649,1.0,0.07978423684835434,0.9684925973415375,,
83328,0,-5.189584749999999,5.39,158047,651,0.0933874286711216,0.009931250475347042,0.001,650,1.0,0.09172943234443665,0.9716910440474749,,
83456,,,,,,0.09096627607941628,0.007806103676557541,0.001,651,1.0,0.09064796566963196,0.9740304984152317,5.0,-4.7990636
83456,0,-5.075016549999999,5.43,158230,652,,,,,,,,,
83584,0,-5.06178249,5.44,158386,653,0.10267946943640709,0.00837271474301815,0.001,652,1.0,0.0853506326675415,0.9742333963513374,,
83712,0,-4.993508649999999,5.36,158539,654,0.10402662977576256,0.008143877610564232,0.001,653,1.0,0.07823003828525543,0.9699915051460266,,
83840,0,-4.99050164,5.3,158691,655,0.34938607066869737,0.006800079718232155,0.001,654,1.0,0.052166540175676346,0.8618557304143906,,
83968,,,,,,0.20841795057058335,0.008680042810738087,0.001,655,1.0,0.06951647996902466,0.9246755614876747,4.4,-4.5041877999999995
83968,0,-5.00484985,5.19,158879,656,,,,,,,,,
84096,0,-4.98412287,5.15,159029,657,0.4139431148767471,0.0068332660011947155,0.001,656,1.0,0.04605863243341446,0.8660267293453217,,
84224,0,-4.99625382,6.59,159174,658,0.5756409227848053,0.008165053091943264,0.001,657,1.0,0.08342120796442032,0.8362703621387482,,
84352,0,-4.954086719999999,6.7,159329,659,1.1462226986885071,0.009781410917639732,0.001,658,1.0,0.05904822051525116,0.6774583756923676,,
84480,,,,,,0.32223914563655853,0.006433941889554262,0.001,659,1.0,0.0775085836648941,0.8951035887002945,5.2,-5.282793000000001
84480,0,-4.94657774,6.75,159495,660,,,,,,,,,
84608,0,-4.948717719999999,8.17,159635,661,0.3057253956794739,0.006089635193347931,0.001,660,1.0,0.061663758009672165,0.9096541106700897,,
84736,0,-4.95678463,8.27,159772,662,0.9396036267280579,0.006902409717440605,0.001,661,1.0,0.0594482459127903,0.5758182406425476,,
84864,0,-4.948094060000001,6.9,159909,663,0.3886399507522583,0.008949412032961845,0.001,662,1.0,0.0922594666481018,0.8709731698036194,,
84992,,,,,,0.48098807632923124,0.009401503019034863,0.001,663,1.0,0.07664071023464203,0.8657142966985703,4.8,-5.7562848
84992,0,-4.91275352,6.93,160075,664,,,,,,,,,
85120,0,-5.057956239999999,6.97,160209,665,0.40374003946781156,0.008159447461366653,0.001,664,1.0,0.08559790253639221,0.8781526535749435,,
85248,0,-5.00498238,5.69,160343,666,0.4167530685663223,0.008175889030098915,0.001,665,1.0,0.07527774572372437,0.874049961566925,,
85376,0,-5.016525399999999,5.78,160479,667,0.4898859053850174,0.006934063043445349,0.001,666,1.0,0.05967705696821213,0.8455720841884613,,
85504,,,,,,0.3221042573451996,0.009881904348731041,0.001,667,1.0,0.07970982789993286,0.9030539318919182,5.2,-4.9851538
85504,0,-4.957416579999999,5.8,160641,668,,,,,,,,,
85632,0,-4.96620672,5.78,160768,669,0.2922389268875122,0.0063568647019565105,0.001,668,1.0,0.06660323590040207,0.8972955197095871,,
85760,0,-5.036917949999999,5.67,160903,670,0.2315793126821518,0.009631302207708359,0.001,669,1.0,0.0587632991373539,0.9339648708701134,,
85888,0,-5.0424164000000005,6.95,161041,671,0.35842955112457275,0.00614033080637455,0.001,670,1.0,0.0878434106707573,0.9176231101155281,,
86016,,,,,,0.7704491317272186,0.007193991914391518,0.001,671,1.0,0.05957476794719696,0.7606480717658997,3.6,-4.430328
86016,0,-5.0740375,6.8,161199,672,,,,,,,,,
86144,0,-5.34658539,6.9,161346,673,0.3141518235206604,0.006920464336872101,0.001,672,1.0,0.10452373325824738,0.9413725063204765,,
86272,0,-5.259697790000001,6.77,161493,674,0.3765621781349182,0.006728699430823326,0.001,673,1.0,0.06871668249368668,0.9099611341953278,,
86400,0,-5.27766204,5.61,161630,675,0.20647324472665787,0.008218367584049702,0.001,674,1.0,0.08977890759706497,0.947061825543642,,
86528,,,,,,0.23334691375494004,0.007912082597613335,0.001,675,1.0,0.0632188692688942,0.9211638197302818,5.2,-5.2818008
86528,0,-5.26116552,5.61,161806,676,,,,,,,,,
86656,0,-5.19838575,5.61,161954,677,0.2851637601852417,0.007043533027172089,0.001,676,1.0,0.08064639568328857,0.9251608476042747,,
86784,0,-4.961650509999999,5.4,162099,678,0.31667463183403016,0.007605386432260275,0.001,677,1.0,0.06469365954399109,0.9018793255090714,,
86912,0,-4.92212,5.29,162244,679,0.2331665575504303,0.008343765512108803,0.001,678,1.0,0.07141168415546417,0.8868134692311287,,
87040,,,,,,0.2052770271897316,0.007896275259554386,0.001,679,1.0,0.05340218544006348,0.9440584294497967,5.0,-5.064512000000001
87040,0,-4.88032227,5.22,162422,680,,,,,,,,,
87168,0,-4.917572270000001,6.69,162564,681,0.22905733585357665,0.007708030287176371,0.001,680,1.0,0.18814224004745483,0.9160197153687477,,
87296,0,-4.821210840000001,6.68,162705,682,0.6042055428028107,0.007916375063359737,0.001,681,1.0,0.06310005486011505,0.7938708066940308,,
87424,0,-4.9068797,6.77,162848,683,0.36692412495613097,0.006436850409954786,0.001,682,1.0,0.06187042221426964,0.9143964573740959,,
87552,,,,,,0.2189713716506958,0.008509626612067223,0.001,683,1.0,0.10875960439443588,0.9008135795593262,5.6,-5.8207436
87552,0,-4.93210831,6.87,163034,684,,,,,,,,,
87680,0,-4.96980981,6.97,163185,685,0.2442062720656395,0.007209982722997665,0.001,684,1.0,0.06879399716854095,0.9134606793522835,,
87808,0,-5.00798145,5.42,163331,686,0.16694438755512236,0.008560983464121819,0.001,685,1.0,0.06699122488498688,0.9538033679127693,,
87936,0,-4.95469628,6.79,163485,687,0.3203720450401306,0.00801328755915165,0.001,686,1.0,0.0700906440615654,0.9209236726164818,,
88064,,,,,,0.4516223847866058,0.0060262130573391914,0.001,687,1.0,0.04982089623808861,0.8698906302452087,5.0,-5.6649544
88064,0,-5.207945519999999,6.97,163671,688,,,,,,,,,
88192,0,-5.2868533200000005,7.02,163814,689,0.45420949459075927,0.006345436908304691,0.001,688,1.0,0.07991810142993927,0.8627705127000809,,
88320,0,-5.244341540000001,7.03,163960,690,0.41240590810775757,0.007667708210647106,0.001,689,1.0,0.07161708176136017,0.8834477216005325,,
88448,0,-5.1646867599999995,6.99,164108,691,0.1258285664021969,0.007390659302473068,0.001,690,1.0,0.04523525759577751,0.92134939879179,,
88576,,,,,,0.1855377696454525,0.008564616553485394,0.001,691,1.0,0.07706239819526672,0.9101250171661377,4.4,-4.9523530000000004
88576,0,-5.128898779999999,5.59,164277,692,,,,,,,,,
88704,0,-5.106617859999999,7.03,164420,693,0.21291720271110534,0.007298014126718044,0.001,692,1.0,0.07175539433956146,0.9421715848147869,,
88832,0,-4.89839107,6.9,164566,694,0.5394886672496796,0.007591991685330868,0.001,693,1.0,0.038675785064697266,0.7841595709323883,,
88960,0,-4.831635049999999,6.88,164706,695,0.16832693368196489,0.008064421825110912,0.001,694,1.0,0.04998764395713806,0.9437339715659618,,
89088,,,,,,0.16382693126797676,0.0073669119738042355,0.001,695,1.0,0.04533088579773903,0.9113667085766792,4.6,-4.5419702
89088,0,-4.9279380900000005,7.01,164879,696,,,,,,,,,
89216,0,-4.89633191,6.97,165025,697,0.12146065458655357,0.008327638730406761,0.001,696,1.0,0.06820503622293472,0.9574637934565544,,
89344,0,-5.02423945,6.96,165168,698,0.1737850785255432,0.0065371133387088776,0.001,697,1.0,0.19201117753982544,0.9333970621228218,,
89472,0,-5.12607817,7.14,165311,699,0.14121850579977036,0.006220623385161161,0.001,698,1.0,0.09538179636001587,0.9457385912537575,,
89600,,,,,,0.39822332859039306,0.005583487451076508,0.001,699,1.0,0.2359393835067749,0.8728135377168655,5.4,-5.352495199999999
89600,0,-5.22426454,7.14,165490,700,,,,,,,,,
89728,0,-5.243685929999999,7.12,165638,701,0.2676421359181404,0.008872262202203274,0.001,700,1.0,0.0580437108874321,0.9244114309549332,,
89856,0,-5.14284939,7.08,165789,702,0.10941851809620858,0.006335074082016945,0.001,701,1.0,0.06502588093280792,0.9448990747332573,,
89984,0,-5.219391969999999,7.06,165934,703,0.11134931668639184,0.007490689400583506,0.001,702,1.0,0.056117042899131775,0.9458991996943951,,
90112,,,,,,0.17402309775352479,0.006378586869686842,0.001,703,1.0,0.06408504396677017,0.9500259421765804,5.0,-4.7311602
90112,0,-5.159699870000001,6.99,166109,704,,,,,,,,,
90240,0,-5.09478814,6.88,166255,705,0.18882461935281752,0.007509296294301748,0.001,704,1.0,0.07483817636966705,0.9503312036395073,,
90368,0,-5.01239919,6.91,166401,706,0.5016655772924423,0.006693973205983639,0.001,705,1.0,0.04145384579896927,0.7758209854364395,,
90496,0,-5.115788070000001,6.92,166547,707,0.31658010482788085,0.00819750688970089,0.001,706,1.0,0.09442184120416641,0.8778467699885368,,
90624,,,,,,0.2420985147356987,0.007730707060545683,0.001,707,1.0,0.04524843394756317,0.9208914488554001,5.0,-5.570500600000001
90624,0,-5.0107104300000005,6.93,166726,708,,,,,,,,,
90752,0,-5.10773933,6.83,166877,709,0.10595356151461602,0.008167172782123089,0.001,708,1.0,0.07632081210613251,0.950111348181963,,
90880,0,-5.15908316,6.9,167022,710,0.16407177299261094,0.008398476988077164,0.001,709,1.0,0.07379445433616638,0.9518283791840076,,
91008,0,-5.322924519999999,7.06,167166,711,0.1536203518509865,0.009181251749396324,0.001,710,1.0,0.07733511924743652,0.9524965919554234,,
91136,,,,,,0.4052965000271797,0.008931683376431465,0.001,711,1.0,0.01811721920967102,0.860390916466713,5.2,-5.918005600000001
91136,0,-5.3268844,7.14,167345,712,,,,,,,,,
