time/total_timesteps,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/iterations,train/value_loss,train/kl_divergence_loss,train/learning_rate,train/n_updates,train/is_line_search_success,train/policy_objective,train/explained_variance,eval/mean_ep_length,eval/mean_reward
8192,0,-226.11215283,48.35,30555,64,,,,,,,,,
8320,0,-220.66137879000001,47.19,30795,65,975.0341369628907,0.004398994613438845,0.001,64,1.0,0.208072230219841,-1.1920928955078125e-07,,
8448,0,-216.58827007999997,46.35,31064,66,709.8331176757813,0.004836000967770815,0.001,65,1.0,0.20749372243881226,0.0,,
8576,0,-210.81622305000002,45.43,31332,67,2785.8007080078123,0.004389145411550999,0.001,66,1.0,0.21200579404830933,0.0,,
8704,,,,,,1577.7720947265625,0.004651430528610945,0.001,67,1.0,0.21214616298675537,1.1920928955078125e-07,67.2,-162.46347120000001
8704,0,-205.16640822999997,44.36,32353,68,,,,,,,,,
8832,0,-207.46626307,44.96,32582,69,2084.6778564453125,0.004324035719037056,0.001,68,1.0,0.2386927604675293,-1.1920928955078125e-07,,
8960,0,-202.39333119,44.21,32827,70,1487.0726196289063,0.004426355008035898,0.001,69,1.0,0.23675546050071716,5.960464477539063e-08,,
9088,0,-202.29997949999998,44.16,33077,71,794.7478210449219,0.004439643584191799,0.001,70,1.0,0.21275287866592407,0.0,,
9216,,,,,,1494.2922485351562,0.0042325956746935844,0.001,71,1.0,0.20677512884140015,0.0,273.4,-181.7598008
9216,0,-199.77593584000002,43.81,34156,72,,,,,,,,,
9344,0,-189.92135017,41.98,34404,73,1173.1644653320313,0.004170565865933895,0.001,72,1.0,0.2069350928068161,-1.1920928955078125e-07,,
9472,0,-180.78585701,40.24,34635,74,1905.26728515625,0.004341648891568184,0.001,73,1.0,0.20382963120937347,0.0,,
9600,0,-176.36548888999994,39.23,34861,75,1254.1466552734375,0.004506667144596577,0.001,74,1.0,0.2131222039461136,-1.1920928955078125e-07,,
9728,,,,,,1123.9818481445313,0.004546724259853363,0.001,75,1.0,0.2037234604358673,5.960464477539063e-08,394.6,-180.4926804
9728,0,-167.20785908000002,37.52,35915,76,,,,,,,,,
9856,0,-167.93614452000003,37.65,36158,77,1287.168408203125,0.004987351596355438,0.001,76,1.0,0.2160831093788147,0.0,,
9984,0,-166.63604284000002,37.3,36369,78,2451.554931640625,0.005261263810098171,0.001,77,1.0,0.19439665973186493,0.0,,
10112,0,-163.35387023000004,36.7,36596,79,1134.4980102539062,0.004478087183088064,0.001,78,1.0,0.20410890877246857,0.0,,
10240,,,,,,1673.828857421875,0.004715080372989178,0.001,79,1.0,0.2019386887550354,-2.384185791015625e-07,398.0,-180.8941216
10240,0,-162.75479748,37.07,37683,80,,,,,,,,,
10368,0,-160.44777960000002,36.56,37921,81,778.0441955566406,0.004507964942604303,0.001,80,1.0,0.19754523038864136,0.0,,
10496,0,-151.11993368000003,34.68,38188,82,1879.746240234375,0.0041169412434101105,0.001,81,1.0,0.21143838763237,0.0,,
10624,0,-144.24302391000003,33.19,38422,83,637.7119140625,0.004881248809397221,0.001,82,1.0,0.20123960077762604,0.0,,
10752,,,,,,555.6961120605469,0.005324821453541517,0.001,83,1.0,0.18459011614322662,0.0,202.8,-181.0318004
10752,0,-141.80368771000002,33.25,39453,84,,,,,,,,,
10880,0,-141.23420515,33.11,39667,85,1118.7786743164063,0.004183128010481596,0.001,84,1.0,0.19247452914714813,-1.1920928955078125e-07,,
11008,0,-131.32725435000003,31.39,39903,86,1548.0915161132812,0.004487256053835154,0.001,85,1.0,0.23251360654830933,0.0,,
11136,0,-125.13086609000004,30.02,40153,87,1288.879345703125,0.004355667624622583,0.001,86,1.0,0.17845124006271362,0.0,,
11264,,,,,,1720.2829345703126,0.004589534364640713,0.001,87,1.0,0.19476816058158875,-1.1920928955078125e-07,357.4,-180.5425694
11264,0,-126.36074109000003,30.4,41222,88,,,,,,,,,
11392,0,-122.87565135999999,29.69,41464,89,1138.65654296875,0.005346362013369799,0.001,88,1.0,0.2594726085662842,-1.1920928955078125e-07,,
11520,0,-112.46159182000001,27.47,41717,90,1289.0341064453125,0.00466830562800169,0.001,89,1.0,0.1991577446460724,0.0,,
11648,0,-107.80826153,26.55,41975,91,1212.33251953125,0.0043786754831671715,0.001,90,1.0,0.1960650533437729,0.0,,
11776,,,,,,1148.3587646484375,0.004731714725494385,0.001,91,1.0,0.18758608400821686,0.0,398.8,-181.2820202
11776,0,-103.31806673000001,25.6,43084,92,,,,,,,,,
11904,0,-99.12407699999999,24.76,43324,93,1072.4843383789062,0.0046258345246315,0.001,92,1.0,0.1933087557554245,0.0,,
12032,0,-96.62330136999998,24.29,43555,94,1135.3898681640626,0.004373172763735056,0.001,93,1.0,0.18774425983428955,0.0,,
12160,0,-97.49849797999997,24.64,43813,95,1343.38095703125,0.004662311170250177,0.001,94,1.0,0.22604748606681824,0.0,,
12288,,,,,,923.6985900878906,0.004682970233261585,0.001,95,1.0,0.22313472628593445,0.0,398.2,-181.3277734
12288,0,-92.78853691999998,24.16,44896,96,,,,,,,,,
12416,0,-89.33312056000001,23.5,45133,97,1091.5315307617188,0.004766526632010937,0.001,96,1.0,0.20650562644004822,0.0,,
12544,0,-85.81911633999998,22.71,45347,98,782.3230224609375,0.004098353907465935,0.001,97,1.0,0.17531944811344147,0.0,,
12672,0,-83.21184890999999,22.21,45584,99,1210.0337646484375,0.004293348640203476,0.001,98,1.0,0.2132561057806015,0.0,,
12800,,,,,,1303.7815307617188,0.004300782456994057,0.001,99,1.0,0.17333008348941803,0.0,398.2,-180.8315856
12800,0,-86.52014599999998,22.88,46688,100,,,,,,,,,
12928,0,-79.05188594,20.54,46924,101,874.6808166503906,0.004830214194953442,0.001,100,1.0,0.21469664573669434,-1.1920928955078125e-07,,
13056,0,-76.85970314000001,19.88,47185,102,889.8159912109375,0.004883648362010717,0.001,101,1.0,0.20758548378944397,-1.1920928955078125e-07,,
13184,0,-79.08578428999999,20.73,47431,103,1580.8737548828126,0.0047228410840034485,0.001,102,1.0,0.19123730063438416,-1.1920928955078125e-07,,
13312,,,,,,949.8724426269531,0.004625868517905474,0.001,103,1.0,0.20421922206878662,0.0,179.8,-86.6830754
13312,0,-75.28920153,19.8,48170,104,,,,,,,,,
13440,0,-72.1254376,18.79,48397,105,989.1887939453125,0.004613105673342943,0.001,104,1.0,0.20103508234024048,-1.1920928955078125e-07,,
13568,0,-69.9906822,18.54,48635,106,788.3297485351562,0.00466542225331068,0.001,105,1.0,0.1772107481956482,0.0,,
13696,0,-68.52395692,18.2,48874,107,885.0425842285156,0.005360880866646767,0.001,106,1.0,0.20006614923477173,5.960464477539063e-08,,
13824,,,,,,1419.5126831054688,0.0044573284685611725,0.001,107,1.0,0.18634092807769775,5.960464477539063e-08,15.8,-5.932606000000001
13824,0,-69.43990754,18.94,49283,108,,,,,,,,,
13952,0,-65.62001289000001,17.95,49514,109,1142.3331665039063,0.004378523211926222,0.001,108,1.0,0.19553925096988678,-1.1920928955078125e-07,,
14080,0,-63.088901760000006,16.99,49743,110,1301.17548828125,0.004563404247164726,0.001,109,1.0,0.20359544456005096,-1.1920928955078125e-07,,
14208,0,-61.90434348000001,16.29,49992,111,1339.3341552734375,0.004924131091684103,0.001,110,1.0,0.19487184286117554,-1.1920928955078125e-07,,
14336,,,,,,1348.7150634765626,0.004291323013603687,0.001,111,1.0,0.18055859208106995,-1.1920928955078125e-07,197.8,-90.9670542
14336,0,-54.906888869999996,14.77,51050,112,,,,,,,,,
14464,0,-56.28339132000001,15.08,51282,113,1200.0147094726562,0.004847902804613113,0.001,112,1.0,0.17543619871139526,5.960464477539063e-08,,
14592,0,-55.91414833999999,14.9,51519,114,1006.8225341796875,0.00473409378901124,0.001,113,1.0,0.20527465641498566,-1.1920928955078125e-07,,
14720,0,-51.83929322,13.92,51775,115,1025.3113159179688,0.003983697853982449,0.001,114,1.0,0.18765825033187866,0.0,,
14848,,,,,,999.8625854492187,0.0045069060288369656,0.001,115,1.0,0.16618455946445465,0.0,397.0,-181.172927
14848,0,-51.784639899999995,14.35,52857,116,,,,,,,,,
14976,0,-50.90292793999999,13.91,53088,117,778.2865051269531,0.004470949061214924,0.001,116,1.0,0.16094456613063812,0.0,,
15104,0,-49.59582646,13.28,53323,118,831.4753051757813,0.004299120046198368,0.001,117,1.0,0.1766546666622162,0.0,,
15232,0,-44.05140477999999,12.11,53555,119,920.0625671386719,0.004162386991083622,0.001,118,1.0,0.1934654414653778,0.0,,
15360,,,,,,871.50361328125,0.004602828994393349,0.001,119,1.0,0.1723727285861969,0.0,394.6,-180.803078
15360,0,-41.69678643,11.6,54657,120,,,,,,,,,
15488,0,-39.980524110000005,11.63,54904,121,810.2885437011719,0.005634094588458538,0.001,120,1.0,0.19219331443309784,0.0,,
15616,0,-37.85032347,11.09,55158,122,809.8618347167969,0.0053340718150138855,0.001,121,1.0,0.1809033751487732,0.0,,
15744,0,-35.06563197,10.64,55384,123,922.2663635253906,0.004428037442266941,0.001,122,1.0,0.18518826365470886,-1.1920928955078125e-07,,
15872,,,,,,925.8006103515625,0.004543823190033436,0.001,123,1.0,0.16989710927009583,0.0,92.0,-46.191560599999995
15872,0,-33.462559299999995,9.87,55996,124,,,,,,,,,
16000,0,-31.102344669999997,9.61,56228,125,807.7959533691406,0.005075996741652489,0.001,124,1.0,0.18174763023853302,0.0,,
16128,0,-30.350344630000006,9.38,56469,126,887.4111999511719,0.004595284350216389,0.001,125,1.0,0.1813400387763977,0.0,,
16256,0,-32.129453780000006,9.55,56712,127,1016.5085144042969,0.003694783663377166,0.001,126,1.0,0.16407831013202667,-1.1920928955078125e-07,,
16384,,,,,,857.9036926269531,0.004455153830349445,0.001,127,1.0,0.1772390604019165,-1.1920928955078125e-07,107.2,-45.097936399999995
16384,0,-30.26757531,8.91,57446,128,,,,,,,,,
16512,0,-28.456119479999998,8.94,57709,129,804.4507751464844,0.005007258616387844,0.001,128,1.0,0.15696576237678528,0.0,,
16640,0,-27.808378140000006,8.69,57963,130,778.9283264160156,0.00441915076225996,0.001,129,1.0,0.16639584302902222,0.0,,
16768,0,-28.15157934,8.59,58207,131,829.0853210449219,0.004028444178402424,0.001,130,1.0,0.17603552341461182,0.0,,
16896,,,,,,759.4241088867187,0.004150809720158577,0.001,131,1.0,0.1826009303331375,-1.1920928955078125e-07,167.4,-78.3922422
16896,0,-27.830851350000003,8.63,58933,132,,,,,,,,,
17024,0,-27.446027200000007,8.53,59183,133,799.8222290039063,0.004113951697945595,0.001,132,1.0,0.1665976494550705,0.0,,
17152,0,-27.050869089999996,8.7,59429,134,754.8205932617187,0.004642163403332233,0.001,133,1.0,0.19190971553325653,5.960464477539063e-08,,
17280,0,-26.67261508,8.68,59670,135,791.6696716308594,0.003968335688114166,0.001,134,1.0,0.18217164278030396,0.0,,
17408,,,,,,784.3599365234375,0.0047775390557944775,0.001,135,1.0,0.17748336493968964,0.0,105.8,-61.0796062
17408,0,-26.27858973,8.32,60386,136,,,,,,,,,
17536,0,-24.655067900000002,8.24,60630,137,813.1919738769532,0.004892292432487011,0.001,136,1.0,0.17336273193359375,-1.1920928955078125e-07,,
17664,0,-24.366199600000005,8.0,60866,138,793.339453125,0.004811561666429043,0.001,137,1.0,0.173593208193779,0.0,,
17792,0,-25.49689513,8.24,61126,139,655.8871337890625,0.004352414980530739,0.001,138,1.0,0.17276990413665771,5.960464477539063e-08,,
17920,,,,,,578.8758666992187,0.005337999202311039,0.001,139,1.0,0.1855141818523407,-1.1920928955078125e-07,41.6,-54.107125999999994
17920,0,-25.600947639999994,8.57,61819,140,,,,,,,,,
18048,0,-24.566310679999997,8.23,62083,141,702.740185546875,0.00461997278034687,0.001,140,1.0,0.15574437379837036,0.0,,
18176,0,-25.20835909,8.15,62324,142,728.6525207519531,0.005710823927074671,0.001,141,1.0,0.13658840954303741,-1.1920928955078125e-07,,
18304,0,-25.41226074,7.99,62577,143,815.9445861816406,0.004543054848909378,0.001,142,1.0,0.16649958491325378,-1.1920928955078125e-07,,
18432,,,,,,670.9981506347656,0.004118281416594982,0.001,143,1.0,0.16162902116775513,0.0,41.8,-28.4997766
18432,0,-25.744180990000004,7.92,63281,144,,,,,,,,,
18560,0,-23.769278829999998,7.42,63542,145,622.0630615234375,0.0051542310975492,0.001,144,1.0,0.1645088493824005,-1.1920928955078125e-07,,
18688,0,-23.16304441000001,6.76,63786,146,715.252783203125,0.004156677983701229,0.001,145,1.0,0.17450331151485443,-1.1920928955078125e-07,,
18816,0,-22.299814149999996,6.71,64030,147,654.5228271484375,0.003955916501581669,0.001,146,1.0,0.1546878069639206,-1.1920928955078125e-07,,
18944,,,,,,580.3164367675781,0.004632419906556606,0.001,147,1.0,0.17708709836006165,0.0,15.0,-12.778786
18944,0,-22.08378973,6.88,64429,148,,,,,,,,,
19072,0,-21.765748490000007,6.85,64679,149,660.8520446777344,0.004207524936646223,0.001,148,1.0,0.1675935685634613,-1.1920928955078125e-07,,
19200,0,-21.514219870000005,7.13,64936,150,496.4011657714844,0.005500327795743942,0.001,149,1.0,0.17035341262817383,0.0,,
19328,0,-20.19370984,6.73,65199,151,619.0559509277343,0.004441245459020138,0.001,150,1.0,0.18809166550636292,-2.384185791015625e-07,,
19456,,,,,,609.5011840820313,0.005203276872634888,0.001,151,1.0,0.17026615142822266,0.0,15.0,-6.841074400000001
19456,0,-20.640808590000002,6.88,65638,152,,,,,,,,,
19584,0,-19.21959915,6.17,65883,153,573.3874450683594,0.004773081745952368,0.001,152,1.0,0.17449188232421875,-3.5762786865234375e-07,,
19712,0,-18.6605577,5.6,66127,154,609.5861145019531,0.004340689163655043,0.001,153,1.0,0.15706989169120789,-2.384185791015625e-07,,
19840,0,-18.27396653,5.59,66389,155,576.4023376464844,0.004310970194637775,0.001,154,1.0,0.17435222864151,-2.384185791015625e-07,,
19968,,,,,,538.3383483886719,0.004657533019781113,0.001,155,1.0,0.16889721155166626,-3.5762786865234375e-07,15.2,-9.430722
19968,0,-18.380752649999998,5.35,66817,156,,,,,,,,,
20096,0,-18.2708976,5.3,67074,157,568.3989379882812,0.0043416451662778854,0.001,156,1.0,0.18126846849918365,-1.1920928955078125e-07,,
20224,0,-19.023579740000002,5.62,67331,158,515.7646484375,0.004743674769997597,0.001,157,1.0,0.1813603639602661,-1.1920928955078125e-07,,
20352,0,-17.725929,5.38,67572,159,415.58900146484376,0.00477116834372282,0.001,158,1.0,0.1917232871055603,-1.1920928955078125e-07,,
20480,,,,,,559.0787170410156,0.0038207685574889183,0.001,159,1.0,0.15326428413391113,-3.5762786865234375e-07,2.6,-5.071749600000001
20480,0,-16.363582209999997,5.26,67871,160,,,,,,,,,
20608,0,-16.7532746,5.51,68139,161,462.4317993164062,0.004786585923284292,0.001,160,1.0,0.16253869235515594,-2.384185791015625e-07,,
20736,0,-16.03610553,5.23,68392,162,398.0767791748047,0.005155439488589764,0.001,161,1.0,0.18644356727600098,-2.384185791015625e-07,,
20864,0,-16.07525516,5.26,68652,163,484.61244201660156,0.00428195483982563,0.001,162,1.0,0.17136366665363312,-1.1920928955078125e-07,,
20992,,,,,,484.43272705078124,0.004061798099428415,0.001,163,1.0,0.1596110463142395,-2.384185791015625e-07,3.0,-5.8624016
20992,0,-15.91182404,5.56,68913,164,,,,,,,,,
21120,0,-15.954578640000001,5.58,69135,165,461.38947143554685,0.0037743444554507732,0.001,164,1.0,0.1555539071559906,-3.5762786865234375e-07,,
21248,0,-14.937999750000001,5.38,69387,166,333.4124816894531,0.004454260692000389,0.001,165,1.0,0.17504402995109558,-2.384185791015625e-07,,
21376,0,-15.642433469999999,5.41,69660,167,434.7734069824219,0.005071519874036312,0.001,166,1.0,0.15640988945960999,-5.960464477539062e-07,,
21504,,,,,,436.1283355712891,0.004911449737846851,0.001,167,1.0,0.15584680438041687,-5.960464477539062e-07,18.2,-7.6970225999999995
21504,0,-14.581183050000002,4.87,70087,168,,,,,,,,,
21632,0,-14.296985070000003,4.57,70337,169,435.9267639160156,0.004642379004508257,0.001,168,1.0,0.15795230865478516,-4.76837158203125e-07,,
21760,0,-14.276461570000002,4.55,70592,170,366.53343505859374,0.003905107732862234,0.001,169,1.0,0.17345833778381348,-4.76837158203125e-07,,
21888,0,-14.962585440000003,5.04,70858,171,374.57359313964844,0.005352783016860485,0.001,170,1.0,0.16120114922523499,-3.5762786865234375e-07,,
22016,,,,,,321.7530822753906,0.005252467468380928,0.001,171,1.0,0.16641665995121002,-3.5762786865234375e-07,2.6,-5.605842600000001
22016,0,-15.827381620000004,5.28,71129,172,,,,,,,,,
22144,0,-15.274803940000002,5.33,71382,173,330.3765380859375,0.004499393980950117,0.001,172,1.0,0.15535368025302887,-4.76837158203125e-07,,
22272,0,-14.347090790000005,5.3,71636,174,337.062646484375,0.0052368915639817715,0.001,173,1.0,0.1441703736782074,-2.1457672119140625e-06,,
22400,0,-13.5515719,5.06,71882,175,299.2176544189453,0.004010429605841637,0.001,174,1.0,0.14975932240486145,-4.172325134277344e-06,,
22528,,,,,,108.21764755249023,0.004550190642476082,0.001,175,1.0,0.1744210571050644,2.7000904083251953e-05,2.2,-5.9785324
22528,0,-12.769945180000002,4.55,72171,176,,,,,,,,,
22656,0,-12.677409599999999,4.46,72435,177,63.30811309814453,0.00460265576839447,0.001,176,1.0,0.16817037761211395,9.059906005859375e-06,,
22784,0,-12.66044484,4.35,72698,178,48.014478302001955,0.0049250246956944466,0.001,177,1.0,0.165506973862648,1.3589859008789062e-05,,
22912,0,-12.42044581,4.37,72959,179,44.26688995361328,0.004763660486787558,0.001,178,1.0,0.16716912388801575,1.043081283569336e-05,,
23040,,,,,,36.24368667602539,0.005221641156822443,0.001,179,1.0,0.1574496030807495,2.682209014892578e-05,17.8,-10.255025999999999
23040,0,-12.42138609,4.35,73406,180,,,,,,,,,
23168,0,-12.094711129999999,4.48,73657,181,49.75705490112305,0.004372348077595234,0.001,180,1.0,0.15529868006706238,4.035234451293945e-05,,
23296,0,-12.426811660000004,4.73,73904,182,31.795262336730957,0.004960258491337299,0.001,181,1.0,0.16031213104724884,0.00016129016876220703,,
23424,0,-13.102170410000001,4.99,74158,183,92.15517349243164,0.003981257788836956,0.001,182,1.0,0.17890384793281555,0.00043904781341552734,,
23552,,,,,,61.52140235900879,0.004518273752182722,0.001,183,1.0,0.1747669279575348,0.0025944113731384277,18.2,-7.2765322
23552,0,-13.58822825,5.04,74578,184,,,,,,,,,
23680,0,-12.67041486,4.52,74840,185,42.58123588562012,0.00439385324716568,0.001,184,1.0,0.16938303411006927,0.02034449577331543,,
23808,0,-11.44973493,4.07,75091,186,42.40072135925293,0.003830553963780403,0.001,185,1.0,0.14859938621520996,0.029715657234191895,,
23936,0,-10.81379185,3.92,75350,187,33.064731216430665,0.004481954500079155,0.001,186,1.0,0.16355173289775848,0.05928683280944824,,
24064,,,,,,38.4757999420166,0.004896273836493492,0.001,187,1.0,0.15983064472675323,0.030483245849609375,15.2,-8.480810600000002
24064,0,-10.412264709999999,4.42,75765,188,,,,,,,,,
24192,0,-9.96015352,4.28,76002,189,21.83407096862793,0.0045196181163191795,0.001,188,1.0,0.15105338394641876,0.11878746747970581,,
24320,0,-10.13522856,4.49,76249,190,14.454358005523682,0.004551475401967764,0.001,189,1.0,0.16002413630485535,0.21795916557312012,,
24448,0,-9.730587869999999,3.96,76498,191,21.102433586120604,0.005758307874202728,0.001,190,1.0,0.18326416611671448,0.18844705820083618,,
24576,,,,,,33.129777145385745,0.00518282875418663,0.001,191,1.0,0.1619320511817932,0.11705213785171509,2.2,-4.847642400000001
24576,0,-10.069078839999998,4.11,76788,192,,,,,,,,,
24704,0,-9.48904729,3.69,77038,193,23.849895477294922,0.005251692142337561,0.001,192,1.0,0.15212959051132202,0.18727314472198486,,
24832,0,-9.254597150000002,3.7,77280,194,11.112135314941407,0.005432849749922752,0.001,193,1.0,0.123146191239357,0.415793240070343,,
24960,0,-9.62485746,3.86,77541,195,27.939766120910644,0.0046140411868691444,0.001,194,1.0,0.14602729678153992,0.21955949068069458,,
25088,,,,,,26.77364139556885,0.004703693091869354,0.001,195,1.0,0.15093755722045898,0.23445892333984375,19.2,-9.1367642
25088,0,-9.831423659999999,4.29,77962,196,,,,,,,,,
25216,0,-9.44911668,4.3,78227,197,26.0439603805542,0.004647787660360336,0.001,196,1.0,0.15462122857570648,0.15709024667739868,,
25344,0,-9.22779078,4.05,78493,198,9.809247636795044,0.004690401256084442,0.001,197,1.0,0.14210402965545654,0.4538617730140686,,
25472,0,-8.65203155,3.72,78744,199,24.493993186950682,0.00467983353883028,0.001,198,1.0,0.1379624605178833,0.17535912990570068,,
25600,,,,,,8.973539733886719,0.005414276383817196,0.001,199,1.0,0.149123415350914,0.5124261677265167,21.0,-5.477221800000001
25600,0,-8.691916540000001,3.54,79203,200,,,,,,,,,
25728,0,-8.672120990000002,3.68,79450,201,16.270344924926757,0.004512228071689606,0.001,200,1.0,0.1390397548675537,0.3385896682739258,,
25856,0,-8.74739534,4.13,79687,202,23.226130867004393,0.007296143565326929,0.001,201,1.0,0.13622692227363586,0.015558600425720215,,
25984,0,-8.889028739999999,4.32,79918,203,11.586191320419312,0.006769056897610426,0.001,202,1.0,0.1357652097940445,0.5909889936447144,,
26112,,,,,,28.870958137512208,0.004332338459789753,0.001,203,1.0,0.14656493067741394,0.14450877904891968,18.6,-7.1341968
26112,0,-9.1263629,4.55,80298,204,,,,,,,,,
26240,0,-8.69489935,4.36,80540,205,10.710034370422363,0.004583611618727446,0.001,204,1.0,0.15878315269947052,0.3863741159439087,,
26368,0,-8.58111471,4.27,80775,206,9.013427972793579,0.005139131098985672,0.001,205,1.0,0.12794795632362366,0.5118695795536041,,
26496,0,-8.39908637,4.49,81027,207,11.709305000305175,0.004930357448756695,0.001,206,1.0,0.1494285613298416,0.36389344930648804,,
26624,,,,,,5.410557889938355,0.005118462257087231,0.001,207,1.0,0.10249441862106323,0.5584796071052551,18.0,-7.3236952
26624,0,-8.33281359,4.24,81427,208,,,,,,,,,
26752,0,-8.85694787,4.51,81664,209,13.140174293518067,0.005753079429268837,0.001,208,1.0,0.12329497933387756,0.2665242552757263,,
26880,0,-8.626439569999999,4.82,81891,210,8.788253021240234,0.004571096505969763,0.001,209,1.0,0.14896196126937866,0.46780169010162354,,
27008,0,-8.62679251,4.96,82116,211,10.719671249389648,0.005976994521915913,0.001,210,1.0,0.1398724764585495,0.13226592540740967,,
27136,,,,,,5.500280714035034,0.006259622052311897,0.001,211,1.0,0.11523512005805969,0.639750212430954,33.8,-8.9891832
27136,0,-8.43922589,4.53,82671,212,,,,,,,,,
27264,0,-8.019371109999998,4.49,82913,213,6.254164409637451,0.003235303796827793,0.001,212,1.0,0.12361854314804077,0.5679656267166138,,
27392,0,-7.561372209999998,3.87,83129,214,5.384264993667602,0.005798101890832186,0.001,213,1.0,0.12775647640228271,0.5588840246200562,,
27520,0,-7.393149649999999,3.85,83369,215,3.4084120988845825,0.0053750197403132915,0.001,214,1.0,0.11532145738601685,0.7056428492069244,,
27648,,,,,,6.678007364273071,0.003999433014541864,0.001,215,1.0,0.11017876118421555,0.4599449634552002,49.0,-17.5674584
27648,0,-7.124314110000001,3.76,84012,216,,,,,,,,,
27776,0,-7.118058130000001,3.9,84225,217,3.024280285835266,0.006606209557503462,0.001,216,1.0,0.12158872187137604,0.7405635118484497,,
27904,0,-7.14645321,4.05,84461,218,8.292162990570068,0.005511571653187275,0.001,217,1.0,0.12848518788814545,0.3220950961112976,,
28032,0,-7.130820749999998,3.84,84667,219,3.932231831550598,0.0037283191923052073,0.001,218,1.0,0.1175069510936737,0.710339367389679,,
28160,,,,,,2.911698412895203,0.006657586432993412,0.001,219,1.0,0.11515174806118011,0.7254602611064911,34.0,-9.511909800000002
28160,0,-7.103378040000001,3.94,85194,220,,,,,,,,,
28288,0,-7.217303070000001,4.08,85414,221,3.0762455463409424,0.0061808014288544655,0.001,220,1.0,0.1463213860988617,0.5610445141792297,,
28416,0,-7.35862226,4.1,85642,222,6.808478736877442,0.006194340065121651,0.001,221,1.0,0.11819839477539062,0.43958568572998047,,
28544,0,-7.269449939999999,4.07,85865,223,4.6927978038787845,0.005002001766115427,0.001,222,1.0,0.12040740996599197,0.5766437947750092,,
28672,,,,,,2.4772001266479493,0.006046241149306297,0.001,223,1.0,0.11461736261844635,0.7721948623657227,3.0,-4.524805
28672,0,-6.90285716,3.65,86140,224,,,,,,,,,
28800,0,-6.691678789999998,3.72,86350,225,2.323593807220459,0.008579177781939507,0.001,224,1.0,0.090451180934906,0.7351817488670349,,
28928,0,-6.561328419999999,3.58,86566,226,2.2270776510238646,0.0045713079161942005,0.001,225,1.0,0.13298660516738892,0.7495590448379517,,
29056,0,-6.68179917,3.76,86791,227,1.7770062565803528,0.004929657094180584,0.001,226,1.0,0.11748544871807098,0.7641909420490265,,
29184,,,,,,4.179133033752441,0.006433715112507343,0.001,227,1.0,0.1046934574842453,0.6266497075557709,18.8,-7.5698518
29184,0,-6.7928868499999995,3.81,87174,228,,,,,,,,,
29312,0,-6.954291069999999,3.76,87391,229,1.999122107028961,0.005207032896578312,0.001,228,1.0,0.1085798591375351,0.8146629333496094,,
29440,0,-6.731404760000001,3.83,87598,230,2.1176894664764405,0.0057651447132229805,0.001,229,1.0,0.11022540926933289,0.7697138041257858,,
29568,0,-6.5290335200000005,3.69,87812,231,1.8309703111648559,0.005983581766486168,0.001,230,1.0,0.09398782253265381,0.7489753067493439,,
29696,,,,,,1.3976542115211488,0.008458281867206097,0.001,231,1.0,0.09462140500545502,0.8096915036439896,4.0,-4.9261843999999995
29696,0,-6.402433690000001,3.88,88046,232,,,,,,,,,
29824,0,-6.362074439999999,3.8,88257,233,1.753358793258667,0.008939319290220737,0.001,232,1.0,0.08691614866256714,0.770209550857544,,
29952,0,-6.25244903,3.91,88479,234,1.3302868485450745,0.007198711857199669,0.001,233,1.0,0.07540245354175568,0.8200140297412872,,
30080,0,-6.169725980000001,3.71,88684,235,1.61560378074646,0.007613629102706909,0.001,234,1.0,0.10402986407279968,0.787233516573906,,
30208,,,,,,0.9808274805545807,0.006831083446741104,0.001,235,1.0,0.10456244647502899,0.8670013844966888,3.0,-5.3514324
30208,0,-6.126509199999999,3.76,88905,236,,,,,,,,,
30336,0,-6.058804759999999,3.92,89100,237,1.4473796725273131,0.004905056208372116,0.001,236,1.0,0.09559431672096252,0.8226029723882675,,
30464,0,-6.26136971,4.17,89288,238,1.4617885231971741,0.008458634838461876,0.001,237,1.0,0.1109924167394638,0.7156369090080261,,
30592,0,-6.41895385,4.13,89497,239,1.1397956252098083,0.00593215599656105,0.001,238,1.0,0.08777127414941788,0.8543984591960907,,
30720,,,,,,1.5741821765899657,0.006017864216119051,0.001,239,1.0,0.09599289298057556,0.7965574264526367,3.6,-5.476147200000001
30720,0,-6.3361398499999995,3.98,89713,240,,,,,,,,,
30848,0,-6.378331750000001,3.94,89913,241,1.473926830291748,0.007049548905342817,0.001,240,1.0,0.09992534667253494,0.7948524206876755,,
30976,0,-6.45707194,4.09,90112,242,1.9796893835067748,0.007193900644779205,0.001,241,1.0,0.09431292116641998,0.7642807364463806,,
31104,0,-6.1680578000000015,4.01,90303,243,1.2356735348701477,0.008176415227353573,0.001,242,1.0,0.07993234694004059,0.8212208151817322,,
31232,,,,,,1.2129380464553834,0.007744898088276386,0.001,243,1.0,0.07998405396938324,0.8000451922416687,4.8,-5.667550199999999
31232,0,-6.201007489999999,4.1,90516,244,,,,,,,,,
