time/total_timesteps,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/iterations,train/loss,train/clip_fraction,train/n_updates,train/value_loss,train/policy_gradient_loss,train/learning_rate,train/clip_range,train/entropy_loss,train/approx_kl,train/explained_variance,eval/mean_ep_length,eval/mean_reward
7040,0,-285.7408086666667,101.3015873015873,20319,55,50.32497787475586,0.178125,540,117.46256980895996,-0.06372037129476667,0.0003,0.2,-7.242605853080749,0.031244233,0.0,,
7168,,,,,,62.44043731689453,0.278125,550,133.2998752593994,-0.06775782597251237,0.0003,0.2,-7.2304929256439205,0.03429704,5.960464477539063e-08,400.0,-288.6557088
7168,0,-285.7408086666667,101.3015873015873,21340,56,,,,,,,,,,,,
7296,0,-286.01816635937496,104.140625,21418,57,50.901912689208984,0.18046875,560,117.963525390625,-0.0603033565916121,0.0003,0.2,-7.129830431938172,0.031174732,1.1920928955078125e-07,,
7424,0,-286.01816635937496,104.140625,21488,58,42.189208984375,0.3,570,97.67470321655273,-0.08073556032031774,0.0003,0.2,-7.069404220581054,0.06356076,1.1920928955078125e-07,,
7552,0,-286.01816635937496,104.140625,21567,59,42.22590637207031,0.1921875,580,83.1501621246338,-0.06039813170209527,0.0003,0.2,-7.019943380355835,0.029688777,2.980232238769531e-07,,
7680,,,,,,67.82535552978516,0.23515625,590,133.82855758666992,-0.06879591485485434,0.0003,0.2,-7.072694087028504,0.036162667,-2.384185791015625e-07,400.0,-265.9723524
7680,0,-285.8790737384615,107.15384615384616,22584,60,,,,,,,,,,,,
7808,0,-285.90513874242424,110.31818181818181,22657,61,32.14374923706055,0.2953125,600,80.98453483581542,-0.05796131631359458,0.0003,0.2,-7.0331031560897825,0.036592506,-2.384185791015625e-07,,
7936,0,-285.9004549402985,113.68656716417911,22733,62,57.9437141418457,0.31796875,610,109.09851036071777,-0.07010318879038095,0.0003,0.2,-7.060208582878113,0.053527415,-1.1920928955078125e-07,,
8064,0,-285.9004549402985,113.68656716417911,22810,63,74.79496765136719,0.18828125,620,138.5995071411133,-0.05628078393638134,0.0003,0.2,-6.999498724937439,0.029852584,0.0,,
8192,,,,,,46.55126953125,0.1375,630,99.95701332092285,-0.05282240752130747,0.0003,0.2,-6.894722032546997,0.022735387,-1.1920928955078125e-07,400.0,-288.1339696
8192,0,-285.9004549402985,113.68656716417911,23825,64,,,,,,,,,,,,
8320,0,-285.9004549402985,113.68656716417911,23890,65,27.136228561401367,0.253125,640,60.533883285522464,-0.06965868500992656,0.0003,0.2,-6.809305930137635,0.0390954,3.5762786865234375e-07,,
8448,0,-285.9004549402985,113.68656716417911,23961,66,28.48419761657715,0.26640625,650,55.84660930633545,-0.07082357304170728,0.0003,0.2,-6.685655498504639,0.039921775,1.7881393432617188e-07,,
8576,0,-285.77662889705886,116.86764705882354,24032,67,42.29972457885742,0.2125,660,80.1798225402832,-0.06660346928983926,0.0003,0.2,-6.596113491058349,0.036447577,4.172325134277344e-07,,
8704,,,,,,59.975955963134766,0.38125,670,114.65585136413574,-0.07607155703008175,0.0003,0.2,-6.41949200630188,0.06787198,1.7881393432617188e-07,400.0,-308.2655992
8704,0,-285.77662889705886,116.86764705882354,25048,68,,,,,,,,,,,,
8832,0,-285.77662889705886,116.86764705882354,25113,69,42.83583068847656,0.12578125,680,82.86496925354004,-0.04968641893938184,0.0003,0.2,-6.333077907562256,0.022154897,-3.5762786865234375e-07,,
8960,0,-285.37243449275365,119.97101449275362,25176,70,27.13454818725586,0.17578125,690,59.76210536956787,-0.06524975323118269,0.0003,0.2,-6.351433181762696,0.029811107,1.7881393432617188e-07,,
9088,0,-285.37243449275365,119.97101449275362,25239,71,53.969322204589844,0.28515625,700,107.70052566528321,-0.060892420215532185,0.0003,0.2,-6.2575472593307495,0.04523971,0.0,,
9216,,,,,,25.121112823486328,0.2453125,710,52.56836051940918,-0.0632630861364305,0.0003,0.2,-6.140523982048035,0.03678402,1.1920928955078125e-07,400.0,-308.44010779999996
9216,0,-284.9897753,123.0,26253,72,,,,,,,,,,,,
9344,0,-284.4729260140845,126.2394366197183,26320,73,43.62185287475586,0.16640625,720,99.73148307800292,-0.04160082638263703,0.0003,0.2,-6.0286132335662845,0.029514711,1.1920928955078125e-07,,
9472,0,-284.4729260140845,126.2394366197183,26382,74,51.90655517578125,0.346875,730,107.21634979248047,-0.05864206040278077,0.0003,0.2,-5.839339876174927,0.043846104,1.7881393432617188e-07,,
9600,0,-284.4729260140845,126.2394366197183,26443,75,27.107505798339844,0.1703125,740,51.16559734344482,-0.04983551576733589,0.0003,0.2,-5.690232038497925,0.030194687,-1.1920928955078125e-07,,
9728,,,,,,23.80755043029785,0.20625,750,46.53133068084717,-0.061090408358722925,0.0003,0.2,-5.768645167350769,0.0332347,-3.5762786865234375e-07,400.0,-308.6724828
9728,0,-284.4729260140845,126.2394366197183,27454,76,,,,,,,,,,,,
9856,0,-284.4729260140845,126.2394366197183,27516,77,26.92218780517578,0.17734375,760,52.11426334381103,-0.06520287645980716,0.0003,0.2,-5.783378052711487,0.032353155,0.0,,
9984,0,-284.4729260140845,126.2394366197183,27579,78,24.633665084838867,0.17734375,770,51.84165000915527,-0.050617337226867676,0.0003,0.2,-5.774049115180969,0.030590802,3.5762786865234375e-07,,
10112,0,-284.1185253333333,129.83333333333334,27644,79,26.255910873413086,0.18515625,780,52.17642993927002,-0.05359335551038384,0.0003,0.2,-5.793405485153198,0.029213954,-3.5762786865234375e-07,,
10240,,,,,,56.1627311706543,0.43984375,790,112.95644454956054,-0.06120533579960465,0.0003,0.2,-5.696036863327026,0.06458942,0.0,400.0,-181.725346
10240,0,-284.1185253333333,129.83333333333334,28652,80,,,,,,,,,,,,
10368,0,-284.1185253333333,129.83333333333334,28713,81,21.565479278564453,0.23828125,800,43.44849052429199,-0.044618476647883654,0.0003,0.2,-5.551383423805237,0.033711936,0.0,,
10496,0,-283.6498698082192,133.34246575342465,28775,82,18.680683135986328,0.121875,810,41.126390647888186,-0.04243376031517983,0.0003,0.2,-5.401822590827942,0.024190178,-2.384185791015625e-07,,
10624,0,-283.6498698082192,133.34246575342465,28836,83,46.692073822021484,0.3765625,820,111.38568801879883,-0.06108170449733734,0.0003,0.2,-5.3489532470703125,0.06560982,0.0,,
10752,,,,,,17.38255500793457,0.275,830,37.59693775177002,-0.040651084808632734,0.0003,0.2,-5.21198582649231,0.02574613,4.76837158203125e-07,400.0,-181.726693
10752,0,-283.21775536486484,136.8783783783784,29852,84,,,,,,,,,,,,
10880,0,-282.60331570666665,140.10666666666665,29914,85,44.85365295410156,0.43984375,840,110.15032234191895,-0.05857142191380262,0.0003,0.2,-5.128714179992675,0.08252244,0.0,,
11008,0,-282.60331570666665,140.10666666666665,29977,86,23.538557052612305,0.17890625,850,94.7371202468872,-0.03233119063079357,0.0003,0.2,-4.955970287322998,0.03739984,0.0,,
11136,0,-282.60331570666665,140.10666666666665,30038,87,16.74907684326172,0.0953125,860,33.868470191955566,-0.046915343683213,0.0003,0.2,-4.821434950828552,0.020889018,-3.5762786865234375e-07,,
11264,,,,,,14.796703338623047,0.06328125,870,33.36669454574585,-0.03303346764296293,0.0003,0.2,-4.796834468841553,0.014210594,-2.384185791015625e-07,400.0,-181.93147760000002
11264,0,-282.60331570666665,140.10666666666665,31044,88,,,,,,,,,,,,
11392,0,-282.60331570666665,140.10666666666665,31105,89,15.622634887695312,0.1046875,880,33.33798027038574,-0.0415727305226028,0.0003,0.2,-4.708422207832337,0.027301887,6.556510925292969e-07,,
11520,0,-282.60331570666665,140.10666666666665,31166,90,14.669629096984863,0.0859375,890,30.28405351638794,-0.033540355041623116,0.0003,0.2,-4.6062108993530275,0.018470038,-3.5762786865234375e-07,,
11648,0,-282.60331570666665,140.10666666666665,31227,91,15.131667137145996,0.0734375,900,31.34825496673584,-0.0341226426884532,0.0003,0.2,-4.637523937225342,0.015367057,-1.1920928955078125e-07,,
11776,,,,,,17.085556030273438,0.0625,910,32.49094371795654,-0.033748706057667735,0.0003,0.2,-4.590867185592652,0.015033283,2.384185791015625e-07,400.0,-181.5394924
11776,0,-281.7421288157895,143.48684210526315,32236,92,,,,,,,,,,,,
11904,0,-281.7421288157895,143.48684210526315,32298,93,44.43880081176758,0.3375,920,105.74306182861328,-0.05044552413746715,0.0003,0.2,-4.476652193069458,0.061840516,0.0,,
12032,0,-280.8187314025974,146.75324675324674,32360,94,14.697466850280762,0.08515625,930,34.015409564971925,-0.028418163303285837,0.0003,0.2,-4.401187992095947,0.016670316,-1.1920928955078125e-07,,
12160,0,-280.8187314025974,146.75324675324674,32421,95,54.56602096557617,0.33984375,940,126.25318298339843,-0.0444121066480875,0.0003,0.2,-4.405568027496338,0.06159369,0.0,,
12288,,,,,,14.506586074829102,0.09375,950,32.29224786758423,-0.029995230957865715,0.0003,0.2,-4.37292640209198,0.017213937,1.7881393432617188e-07,400.0,-181.487771
12288,0,-279.83793058974356,149.85897435897436,33433,96,,,,,,,,,,,,
12416,0,-278.8724761518987,153.0253164556962,33495,97,69.28695678710938,0.4234375,960,130.95004501342774,-0.03372474992647767,0.0003,0.2,-4.238794255256653,0.05913099,0.0,,
12544,0,-278.8724761518987,153.0253164556962,33556,98,92.93802642822266,0.328125,970,133.85282363891602,-0.04222696544602513,0.0003,0.2,-4.0896818995475765,0.06576656,-1.1920928955078125e-07,,
12672,0,-278.8724761518987,153.0253164556962,33618,99,13.50871753692627,0.0734375,980,27.80825834274292,-0.025573983695358037,0.0003,0.2,-3.941111135482788,0.01121374,1.7881393432617188e-07,,
12800,,,,,,13.379218101501465,0.03515625,990,26.544415378570555,-0.018154727388173343,0.0003,0.2,-3.9153798460960387,0.0065386114,0.0,400.0,-181.63501920000002
12800,0,-278.8724761518987,153.0253164556962,34629,100,,,,,,,,,,,,
12928,0,-278.8724761518987,153.0253164556962,34690,101,11.387067794799805,0.0734375,1000,26.9264967918396,-0.028664331324398516,0.0003,0.2,-3.920246994495392,0.014128447,1.7881393432617188e-07,,
13056,0,-278.8724761518987,153.0253164556962,34751,102,12.91508960723877,0.02421875,1010,27.013232517242432,-0.01678609261289239,0.0003,0.2,-3.8679297804832458,0.007060517,-2.384185791015625e-07,,
13184,0,-278.8724761518987,153.0253164556962,34812,103,13.078694343566895,0.06640625,1020,26.249626541137694,-0.023086784593760967,0.0003,0.2,-3.84419162273407,0.01188762,2.384185791015625e-07,,
13312,,,,,,13.61185073852539,0.05625,1030,27.855067348480226,-0.02707402193918824,0.0003,0.2,-3.8260640501976013,0.011929445,2.980232238769531e-07,400.0,-181.75176660000002
13312,0,-277.819551625,156.1,35825,104,,,,,,,,,,,,
13440,0,-277.819551625,156.1,35886,105,50.57750701904297,0.16875,1040,141.63918838500976,-0.03689780700951815,0.0003,0.2,-3.798227596282959,0.03653726,0.0,,
13568,0,-277.819551625,156.1,35947,106,12.020344734191895,0.1015625,1050,28.355389404296876,-0.02963546458631754,0.0003,0.2,-3.7430326461791994,0.019160707,-3.5762786865234375e-07,,
13696,0,-276.7827960493827,159.11111111111111,36009,107,11.77000904083252,0.05546875,1060,26.843493843078612,-0.023214820493012666,0.0003,0.2,-3.743075358867645,0.011122195,0.0,,
13824,,,,,,74.03923797607422,0.228125,1070,135.82625274658204,-0.05229546623304486,0.0003,0.2,-3.8003228902816772,0.040983118,-1.1920928955078125e-07,400.0,-181.6045498
13824,0,-276.7827960493827,159.11111111111111,37027,108,,,,,,,,,,,,
13952,0,-275.67801786585363,162.0121951219512,37089,109,12.78426456451416,0.08515625,1080,25.45165386199951,-0.023829418094828726,0.0003,0.2,-3.861555755138397,0.014151275,5.960464477539062e-07,,
14080,0,-274.65987584337347,164.85542168674698,37150,110,79.68714904785156,0.06640625,1090,101.67875537872314,-0.020788993593305348,0.0003,0.2,-3.8219017505645754,0.01204093,5.960464477539063e-08,,
14208,0,-274.65987584337347,164.85542168674698,37212,111,51.21305847167969,0.03671875,1100,91.13620719909667,-0.019321948289871216,0.0003,0.2,-3.7667032122612,0.010012302,1.1920928955078125e-07,,
14336,,,,,,11.299274444580078,0.0296875,1110,26.116743087768555,-0.019122568797320126,0.0003,0.2,-3.7227115392684937,0.006679308,1.1920928955078125e-07,400.0,-181.93498499999998
14336,0,-274.65987584337347,164.85542168674698,38218,112,,,,,,,,,,,,
14464,0,-274.65987584337347,164.85542168674698,38279,113,12.934890747070312,0.046875,1120,26.979748153686522,-0.025969382654875518,0.0003,0.2,-3.6744208097457887,0.00987219,-4.76837158203125e-07,,
14592,0,-274.65987584337347,164.85542168674698,38340,114,11.791816711425781,0.046875,1130,25.39571189880371,-0.01845280807465315,0.0003,0.2,-3.6657938718795777,0.0083869845,0.0,,
14720,0,-274.65987584337347,164.85542168674698,38402,115,13.14080810546875,0.015625,1140,26.59474334716797,-0.014420400094240903,0.0003,0.2,-3.6666820883750915,0.0045837425,2.980232238769531e-07,,
14848,,,,,,11.035988807678223,0.0421875,1150,25.663820457458495,-0.023805051436647774,0.0003,0.2,-3.6562206625938414,0.009615799,1.1920928955078125e-07,400.0,-181.5654868
14848,0,-274.65987584337347,164.85542168674698,39419,116,,,,,,,,,,,,
14976,0,-273.6409488333333,167.6547619047619,39481,117,11.24453067779541,0.01640625,1160,25.55028190612793,-0.015379109233617783,0.0003,0.2,-3.6828033328056335,0.006519659,0.0,,
15104,0,-273.6409488333333,167.6547619047619,39542,118,65.10932922363281,0.0953125,1170,133.80847244262696,-0.02890759538859129,0.0003,0.2,-3.7477147936820985,0.023832852,-1.1920928955078125e-07,,
15232,0,-272.5864118,170.36470588235295,39605,119,12.128788948059082,0.03046875,1180,25.190726661682127,-0.01647454733029008,0.0003,0.2,-3.79835706949234,0.009441502,-1.1920928955078125e-07,,
15360,,,,,,43.58496856689453,0.278125,1190,176.3701229095459,-0.04186361785978079,0.0003,0.2,-3.754180145263672,0.04766822,5.960464477539063e-08,400.0,-181.773799
15360,0,-272.5864118,170.36470588235295,40615,120,,,,,,,,,,,,
15488,0,-271.56367398837205,172.97674418604652,40677,121,14.516069412231445,0.11171875,1200,26.867617034912108,-0.009089386323466897,0.0003,0.2,-3.463378405570984,0.017403323,2.384185791015625e-07,,
15616,0,-270.57464205747124,175.58620689655172,40737,122,44.81499099731445,0.25625,1210,166.88611297607423,-0.03290751744061708,0.0003,0.2,-3.315381848812103,0.042585567,0.0,,
15744,0,-270.57464205747124,175.58620689655172,40799,123,68.54785919189453,0.284375,1220,171.59928970336915,-0.03569004749879241,0.0003,0.2,-3.047708237171173,0.04302761,-1.1920928955078125e-07,,
15872,,,,,,14.927032470703125,0.02109375,1230,26.908014583587647,-0.015448526246473193,0.0003,0.2,-2.9190568923950195,0.006235059,6.556510925292969e-07,400.0,-181.69630160000003
15872,0,-270.57464205747124,175.58620689655172,41804,124,,,,,,,,,,,,
16000,0,-270.57464205747124,175.58620689655172,41865,125,10.991573333740234,0.02890625,1240,24.74377374649048,-0.017065153177827596,0.0003,0.2,-2.9619011998176576,0.0060896934,2.384185791015625e-07,,
16128,0,-270.57464205747124,175.58620689655172,41926,126,11.973812103271484,0.03515625,1250,25.370896911621095,-0.01716579948551953,0.0003,0.2,-3.0258749127388,0.0067357006,0.0,,
16256,0,-270.57464205747124,175.58620689655172,41987,127,9.922578811645508,0.0515625,1260,24.533701705932618,-0.01836982499808073,0.0003,0.2,-3.05362149477005,0.008768305,0.0,,
16384,,,,,,11.846805572509766,0.021875,1270,24.82442331314087,-0.00961164073087275,0.0003,0.2,-3.03168238401413,0.0046156207,-1.1920928955078125e-07,400.0,-181.7648676
16384,0,-270.57464205747124,175.58620689655172,42998,128,,,,,,,,,,,,
16512,0,-269.58617236363636,178.13636363636363,43060,129,10.041690826416016,0.01484375,1280,24.657611274719237,-0.011653612647205592,0.0003,0.2,-3.015503454208374,0.003952711,0.0,,
16640,0,-269.58617236363636,178.13636363636363,43121,130,92.31407165527344,0.15234375,1290,188.82665252685547,-0.027630127687007188,0.0003,0.2,-2.8778581261634826,0.029327385,1.7881393432617188e-07,,
16768,0,-269.58617236363636,178.13636363636363,43186,131,12.224730491638184,0.0171875,1300,26.720717430114746,-0.013346692873165011,0.0003,0.2,-2.8218708753585817,0.003962516,-1.1920928955078125e-07,,
16896,,,,,,12.785542488098145,0.01796875,1310,25.055133438110353,-0.013631933089345693,0.0003,0.2,-2.798418390750885,0.004337781,1.1920928955078125e-07,400.0,-181.33227260000004
16896,0,-268.62385330337077,180.62921348314606,44197,132,,,,,,,,,,,,
17024,0,-268.62385330337077,180.62921348314606,44257,133,51.12874221801758,0.10234375,1320,171.26959571838378,-0.020112162549048664,0.0003,0.2,-2.7450475454330445,0.018960394,0.0,,
17152,0,-267.68542706666665,183.06666666666666,44317,134,12.358685493469238,0.021875,1330,26.15281171798706,-0.010709499195218086,0.0003,0.2,-2.694325828552246,0.005030594,0.0,,
17280,0,-266.7482622967033,185.45054945054946,44378,135,34.321170806884766,0.0234375,1340,46.567171573638916,-0.016659874748438597,0.0003,0.2,-2.7225861072540285,0.0051382845,0.0,,
17408,,,,,,80.72391510009766,0.01328125,1350,112.79846134185792,-0.010408099740743637,0.0003,0.2,-2.6911330699920653,0.0056120744,5.960464477539063e-08,400.0,-181.52335320000003
17408,0,-266.7482622967033,185.45054945054946,45384,136,,,,,,,,,,,,
17536,0,-266.7482622967033,185.45054945054946,45446,137,11.089529037475586,0.02265625,1360,24.655950260162353,-0.013899462856352329,0.0003,0.2,-2.5509084105491637,0.005307335,0.0,,
17664,0,-266.7482622967033,185.45054945054946,45506,138,10.991514205932617,0.0203125,1370,25.235115909576415,-0.011483459640294314,0.0003,0.2,-2.543763303756714,0.006227233,1.1920928955078125e-07,,
17792,0,-266.7482622967033,185.45054945054946,45567,139,12.20954418182373,0.02265625,1380,25.500130271911623,-0.012121659517288209,0.0003,0.2,-2.552891743183136,0.0041621407,1.1920928955078125e-07,,
17920,,,,,,12.664983749389648,0.01953125,1390,27.033825302124022,-0.012766123190522194,0.0003,0.2,-2.586276149749756,0.004193358,-2.384185791015625e-07,400.0,-181.22734899999998
17920,0,-266.7482622967033,185.45054945054946,46576,140,,,,,,,,,,,,
18048,0,-266.7482622967033,185.45054945054946,46637,141,12.46006965637207,0.00625,1400,24.63147382736206,-0.011768811335787176,0.0003,0.2,-2.565483105182648,0.002858899,0.0,,
18176,0,-265.8587034673913,187.7826086956522,46698,142,12.549857139587402,0.028125,1410,25.35089330673218,-0.012340175360441208,0.0003,0.2,-2.512048602104187,0.0049942248,1.1920928955078125e-07,,
18304,0,-265.8587034673913,187.7826086956522,46759,143,102.95372772216797,0.11328125,1420,167.24681091308594,-0.014351601712405682,0.0003,0.2,-2.4675717115402223,0.024645178,-1.1920928955078125e-07,,
18432,,,,,,10.5330228805542,0.03203125,1430,24.855380249023437,-0.012382905418053269,0.0003,0.2,-2.354310357570648,0.007766169,1.1920928955078125e-07,400.0,-181.99483779999997
18432,0,-264.9920608387097,190.06451612903226,47768,144,,,,,,,,,,,,
18560,0,-264.9920608387097,190.06451612903226,47828,145,103.02290344238281,0.05,1440,225.06586380004882,-0.019400775711983443,0.0003,0.2,-2.314032220840454,0.013501967,0.0,,
18688,0,-264.1080978617021,192.29787234042553,47892,146,12.524507522583008,0.015625,1450,27.5298752784729,-0.008425322826951742,0.0003,0.2,-2.2188362002372743,0.0037740231,-1.1920928955078125e-07,,
18816,0,-263.2579331368421,194.4842105263158,47952,147,98.11308288574219,0.09453125,1460,214.99966583251953,-0.027931861765682697,0.0003,0.2,-2.1153862476348877,0.024447925,5.960464477539063e-08,,
18944,,,,,,128.21160888671875,0.1546875,1470,220.55228958129882,-0.013591598067432643,0.0003,0.2,-1.6758610486984253,0.03201542,0.0,400.0,-181.7977928
18944,0,-263.2579331368421,194.4842105263158,48965,148,,,,,,,,,,,,
19072,0,-263.2579331368421,194.4842105263158,49026,149,14.025162696838379,0.00703125,1480,26.92760524749756,-0.0034283887594938277,0.0003,0.2,-1.4548146545886993,0.0021653008,0.0,,
19200,0,-263.2579331368421,194.4842105263158,49089,150,11.295845985412598,0.0265625,1490,24.740879154205324,-0.011962889274582268,0.0003,0.2,-1.4760012209415436,0.004706009,0.0,,
19328,0,-263.2579331368421,194.4842105263158,49151,151,11.986791610717773,0.0109375,1500,24.987416076660157,-0.007069596624933183,0.0003,0.2,-1.4903348624706267,0.002061313,0.0,,
19456,,,,,,10.233833312988281,0.02109375,1510,24.7505184173584,-0.00976067567244172,0.0003,0.2,-1.544056636095047,0.0037695337,-1.1920928955078125e-07,400.0,-181.8263586
19456,0,-263.2579331368421,194.4842105263158,50161,152,,,,,,,,,,,,
19584,0,-263.2579331368421,194.4842105263158,50221,153,12.66526985168457,0.009375,1520,25.34479923248291,-0.006980395317077637,0.0003,0.2,-1.587980902194977,0.0022772779,0.0,,
19712,0,-262.45611470833336,196.625,50281,154,12.600948333740234,0.01171875,1530,25.29653434753418,-0.011576524050906301,0.0003,0.2,-1.6575174927711487,0.0028595221,1.1920928955078125e-07,,
19840,0,-262.45611470833336,196.625,50342,155,144.25221252441406,0.0140625,1540,238.91943893432617,-0.007619644608348608,0.0003,0.2,-1.6875167906284332,0.0038073976,0.0,,
19968,,,,,,13.208224296569824,0.0265625,1550,26.33532295227051,-0.011150996387004852,0.0003,0.2,-1.6791595697402955,0.0034039556,0.0,400.0,-181.6969102
19968,0,-262.45611470833336,196.625,51353,156,,,,,,,,,,,,
20096,0,-261.63493692783504,198.72164948453607,51414,157,11.972076416015625,0.0234375,1560,24.798971557617186,-0.00944303758442402,0.0003,0.2,-1.688432079553604,0.0037406515,0.0,,
20224,0,-260.8432551020408,200.70408163265307,51476,158,120.95919036865234,0.03203125,1570,214.53841667175294,-0.015798677504062653,0.0003,0.2,-1.7416103065013886,0.005281994,0.0,,
20352,0,-260.8432551020408,200.70408163265307,51537,159,169.29100036621094,0.06640625,1580,244.60384216308594,-0.021594162750989198,0.0003,0.2,-1.8619741320610046,0.017610595,-1.1920928955078125e-07,,
20480,,,,,,13.62957763671875,0.0109375,1590,26.77427740097046,-0.007943544071167707,0.0003,0.2,-1.9282126307487488,0.0029792786,-2.384185791015625e-07,400.0,-181.8168638
20480,0,-260.05640255555556,202.7171717171717,52551,160,,,,,,,,,,,,
20608,0,-260.05640255555556,202.7171717171717,52613,161,77.94556427001953,0.028125,1600,134.4884910583496,-0.012687038443982602,0.0003,0.2,-1.8886477887630462,0.0074705626,-2.384185791015625e-07,,
20736,0,-260.05640255555556,202.7171717171717,52675,162,11.380400657653809,0.01015625,1610,24.544398880004884,-0.006733911111950874,0.0003,0.2,-1.9014295101165772,0.0024790927,0.0,,
20864,0,-260.05640255555556,202.7171717171717,52740,163,13.240612030029297,0.015625,1620,25.013312530517577,-0.010245276056230069,0.0003,0.2,-1.9020647048950194,0.0032884614,0.0,,
20992,,,,,,14.859661102294922,0.02578125,1630,30.546901893615722,-0.011179377976804971,0.0003,0.2,-1.8947311162948608,0.004481619,-1.1920928955078125e-07,400.0,-182.2269488
20992,0,-260.05640255555556,202.7171717171717,53755,164,,,,,,,,,,,,
21120,0,-260.05640255555556,202.7171717171717,53817,165,11.446715354919434,0.0078125,1640,24.850268173217774,-0.009738145442679525,0.0003,0.2,-1.8592792630195618,0.002910708,2.384185791015625e-07,,
21248,0,-260.05640255555556,202.7171717171717,53878,166,11.783923149108887,0.015625,1650,24.57837657928467,-0.00875960267148912,0.0003,0.2,-1.8338940799236298,0.0037380746,0.0,,
21376,0,-259.29021682999996,204.69,53939,167,11.509357452392578,0.01484375,1660,24.95173587799072,-0.01244906815700233,0.0003,0.2,-1.7979673266410827,0.0033687633,0.0,,
21504,,,,,,154.6984405517578,0.09375,1670,199.9078281402588,-0.020170080941170454,0.0003,0.2,-1.767698073387146,0.02551005,0.0,400.0,-181.8721764
21504,0,-259.29021682999996,204.69,54950,168,,,,,,,,,,,,
21632,0,-260.66932384,208.58,55010,169,11.282204627990723,0.0328125,1680,24.977329063415528,-0.007101892214268446,0.0003,0.2,-1.5057572782039643,0.0057201977,1.1920928955078125e-07,,
21760,0,-260.66932384,208.58,55071,170,105.95845031738281,0.04140625,1690,273.20360946655273,-0.010785540053620934,0.0003,0.2,-1.5086171984672547,0.00996203,0.0,,
21888,0,-261.15546207,212.24,55132,171,14.571859359741211,0.00703125,1700,26.73766565322876,-0.004348495788872242,0.0003,0.2,-1.6361582398414611,0.0020441562,0.0,,
22016,,,,,,91.82566833496094,0.09296875,1710,213.60436325073243,-0.011864329781383276,0.0003,0.2,-1.5067506194114686,0.023989053,0.0,400.0,-181.9542516
22016,0,-261.74360515999996,215.81,56132,172,,,,,,,,,,,,
22144,0,-261.74360515999996,215.81,56187,173,127.7779541015625,0.10234375,1720,231.40318908691407,-0.014565719477832317,0.0003,0.2,-1.154453492164612,0.023510497,0.0,,
22272,0,-261.74360515999996,215.81,56242,174,12.319941520690918,0.0046875,1730,25.674349880218507,-0.006033521331846714,0.0003,0.2,-0.9677241086959839,0.002328711,0.0,,
22400,0,-261.74360515999996,215.81,56300,175,11.892595291137695,0.003125,1740,25.11386909484863,-0.003465920593589544,0.0003,0.2,-0.9321152120828629,0.00075427257,-2.384185791015625e-07,,
22528,,,,,,10.5162935256958,0.0078125,1750,24.549619674682617,-0.004976729024201631,0.0003,0.2,-0.9640808284282685,0.0017401981,0.0,400.0,-181.4001644
22528,0,-261.74360515999996,215.81,57213,176,,,,,,,,,,,,
22656,0,-261.74360515999996,215.81,57268,177,10.038087844848633,0.00390625,1760,24.503051948547363,-0.002428207779303193,0.0003,0.2,-0.9842462509870529,0.00057263067,1.1920928955078125e-07,,
22784,0,-261.74360515999996,215.81,57325,178,13.094627380371094,0.0,1770,25.913391590118408,-0.002002175059169531,0.0003,0.2,-0.9980867236852646,0.00047924835,-1.1920928955078125e-07,,
22912,0,-261.80713601,219.46,57379,179,11.062470436096191,0.0,1780,25.000591945648193,-0.0024557157419621946,0.0003,0.2,-1.0044656187295913,0.00024272548,0.0,,
23040,,,,,,108.49707794189453,0.00390625,1790,291.7865394592285,-0.0029080808628350495,0.0003,0.2,-0.9796028286218643,0.0011790609,0.0,400.0,-181.6020246
23040,0,-261.80713601,219.46,58336,180,,,,,,,,,,,,
23168,0,-261.80713601,219.46,58400,181,13.070606231689453,0.01171875,1800,26.790689849853514,-0.005673643853515387,0.0003,0.2,-0.9322911739349365,0.0025813268,-2.384185791015625e-07,,
23296,0,-261.5887947,223.14,58461,182,11.719114303588867,0.00234375,1810,25.61781301498413,-0.003007088787853718,0.0003,0.2,-0.9479447603225708,0.00042965496,0.0,,
23424,0,-260.20976902,226.56,58522,183,97.34810638427734,0.0390625,1820,248.52037887573243,-0.013830840587615967,0.0003,0.2,-1.0396081686019898,0.0066831494,0.0,,
23552,,,,,,125.60977172851562,0.01171875,1830,297.79382400512696,-0.007612261082977056,0.0003,0.2,-1.0442193925380707,0.0029992233,1.1920928955078125e-07,400.0,-181.7498976
23552,0,-261.74711045000004,230.49,59532,184,,,,,,,,,,,,
23680,0,-261.74711045000004,230.49,59593,185,157.2204132080078,0.01328125,1840,297.5759338378906,-0.00905119562521577,0.0003,0.2,-1.0621182322502136,0.004908422,-2.384185791015625e-07,,
23808,0,-261.74711045000004,230.49,59657,186,14.019699096679688,0.01875,1850,27.3181489944458,-0.005219044070690871,0.0003,0.2,-1.1568759262561799,0.003648798,1.1920928955078125e-07,,
23936,0,-261.74711045000004,230.49,59718,187,11.937047004699707,0.00625,1860,24.726286792755126,-0.006130550103262067,0.0003,0.2,-1.1973640322685242,0.001522617,0.0,,
24064,,,,,,11.205183029174805,0.01875,1870,24.52905626296997,-0.007091706758365035,0.0003,0.2,-1.2108295798301696,0.0031683934,0.0,400.0,-181.478628
24064,0,-261.74711045000004,230.49,60737,188,,,,,,,,,,,,
